reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes	metatlas
5FLUDPK	Nucleoside-diphosphate kinase (ATP:5-fluorouridine 5-diphosphate)	atp_c + 5fludp_c --> adp_c + 5flutp_c	NME1 or (NME1 and NME2) or NME2 or (NME1 and NME3) or NME3	5-fluorouracil metabolism	0
5FLUMPK	Uridylate kinase (ATP:5-fluorouridine 5-monophosphate)	atp_c + 5flump_c --> adp_c + 5fludp_c	CMPK1	5-fluorouracil metabolism	0
5FLURAPT	5-fluorouracil phosphoribosyltransferase	5flura_c + prpp_c --> 5flump_c + ppi_c	UMPS	5-fluorouracil metabolism	0
D5FURADy	"5,6-dihydro-5-fluorouracil:NADP + 5-oxidoreductase"	5flura_c + nadph_c + h_c --> 56dh5flura_c + nadp_c	DPYD	5-fluorouracil metabolism	0
L2HGDHx	L-2-hydroxyglutarate dehydrogenase	akg_c + h_c + nadh_c --> 2hglut__L_c + nad_c	LDHB or LDHA or PHGDH or MDH1 or MDH2 or (LDHA and LDHB)	"Alanine, aspartate and glutamate metabolism"	0	LDHA (22);LDHB (22);MDH1 (16);PHGDH (2)	pubmed:27813142;pubmed:31473074
NTD2GMP	2'-nucleotidase (GMP)	2gmp_c + h2o_c --> gsn_c + pi_c	NT5C or IMPA1 or IMPA2	Nucleotide metabolism	0	IMPA1 (8);NT5C (5)	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
NTD2UMP	2'-nucleotidase (UMP)	2ump_c + h2o_c --> pi_c + uri_c	NT5C or IMPA1 or IMPA2	Nucleotide metabolism	0	IMPA1 (8);NT5C (5)	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
AP4ASYN	"P1,P4-bis(5'-adenosyl) tetraphosphate"	2 atp_c + h_c --> ppi_c + ap4a_c	GARS1 or KARS1	Nucleotide metabolism	0
ATPR5PT	ATP:D-ribose-5-phosphate adenylyltransferase	atp_c + h_c + r5p_c --> adprib_c + ppi_c	NUDT5	Nucleotide metabolism	0	NUDT5(14)	pubmed:27257257;pubmed:9693963
CYTK1	Cytidylate kinase (ATP:CMP)	atp_c + cmp_c --> adp_c + cdp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK13	Cytidylate kinase (dATP:dCMP)	datp_c + dcmp_c --> dadp_c + dcdp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK2	Cytidylate kinase (ATP:dCMP)	atp_c + dcmp_c --> adp_c + dcdp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK8	Cytidylate kinase (dATP:CMP)	cmp_c + datp_c --> cdp_c + dadp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
DUMPK1	ATP:dUMP phosphotransferase	atp_c + dump_c --> adp_c + dudp_c	DTYMK	Nucleotide metabolism	0	DTYMK(15)	pubmed:18469;pubmed:24495878
DUMPK2	dATP:dUMP phosphotransferase	datp_c + dump_c --> dadp_c + dudp_c	DTYMK	Nucleotide metabolism	0	DTYMK(15)	pubmed:18469;pubmed:24495878
NDPADPe	NDP phosphohydrolase (ADP)	adp_e + h2o_e --> amp_e + h_e + pi_e	ENTPD1 or ALPL	Nucleotide metabolism	0		pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NDPK2	Nucleoside-diphosphate kinase (ATP:UDP)	atp_c + udp_c --> adp_c + utp_c	NME1 or (NME1 and NME2) or NME2 or (NME1 and NME3) or AK1 or NME3	Nucleotide metabolism	0	AK1(17);NME1(16);NME2(12);NME3(1)	pubmed:1332781;pubmed:1851158;pubmed:211386;pubmed:23416111;pubmed:24495878;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396;pubmed:5940
NTDAMPe	5'-nucleotidase (AMP)	amp_e + h2o_e --> adn_e + pi_e	ALPL	Nucleotide metabolism	0		pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NTPA	NTP phosphohydrolase (ATP)	atp_c + h2o_c --> adp_c + h_c + pi_c	(VCP and NSFL1C) or (VCP and FAF1) or (VCP and NPLOC4 and UFD1) or (VCP and NPLOC4 and UFD1 and FAF1) or (VCP and NPLOC4 and UFD1 and FAF2) or (VCP and NPLOC4 and UFD1 and UBXN1) or (VCP and NPLOC4 and UFD1 and UBXN7) or (VCP and PLAA) or (VCP and VCPIP1) or (VCP and UBXN6) or (VCP and DERL1) or (VPS4B and VPS4A) or (HSP90AA1 and CDC37) or (HSP90AB1 and CDC37) or HSPA8 or RUVBL2 or RUVBL1 or (RUVBL2 and RUVBL1) or ACTA1 or ACTB or ACTG1 or ACTG2 or ACTC1 or ABCE1 or NSF or CFTR	Nucleotide metabolism	0	ABCE1 (13);ACTA1 (7);ACTB (18);ACTC1 (11);ACTG1 (11);HSP90AA1 (19);HSPA8 (24);NSF (17);RUVBL1 (18);RUVBL2 (21);VCP (22);VPS4A (11)	pubmed:4230833
NTPAe	NTP phosphohydrolase (ATP)	atp_e + h2o_e --> adp_e + h_e + pi_e	ENTPD1 or ALPL	Nucleotide metabolism	0		pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NTPG	NTP phosphohydrolase (GTP)	gtp_c + h2o_c --> gdp_c + h_c + pi_c	RAC1 or RAB5C or RAB11B or CDC42 or RAP2B or KRAS or RAB5B or RAB10 or RAB3C or RAB8A or RAB11B or DNM2 or RHOA or RAP1A or RALA or RAN or NRAS or RAB6B or RAB2B or RAB5A or RAB1A or ABCE1 or ARF6 or RAB2A or EEF2 or ARF1 or DNM3 or HRAS	Nucleotide metabolism	0	ABCE1 (13);ARF1 (10);ARF6 (12);CDC42 (21);DNM2 (18);DNM3 (4);EEF2 (18);KRAS (19);NRAS (13);RAB10 (19);RAB11B (17);RAB1A (12);RAB2A (13);RAB2B (13);RAB5A (13);RAB5B (21);RAB5C (22);RAB6B (14);RAB8A (19);RAC1 (20);RALA (16);RAN (15);RAP1A (19);RAP2B (21);RHOA (17)	pubmed:4230833
UMPK1	Uridylate kinase (ATP:UMP)	atp_c + ump_c --> adp_c + udp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
UMPK5	Uridylate kinase (dATP:UMP)	datp_c + ump_c --> dadp_c + udp_c	CMPK1 or CMPK2	Nucleotide metabolism	0	CMPK1(12);CMPK2(6)	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
E217BGLCRHYD	Beta-glucuronidase	e217obglcur_c + h2o_c --> glcur_c + estradiol_c	GUSB	Pentose and glucuronate interconversions	0		pubmed:15763399;pubmed:5880047
GULN3D	L-gulonate 3-dehydrogenase	guln__L_c + nad_c <=> 3dhguln_c + h_c + nadh_c	CRYL1	Pentose and glucuronate interconversions	0
R5PCT	D-ribitol-5-phosphate cytidylyltransferase	ctp_c + r5p_c + h_c --> cdprib_c + ppi_c	CRPPA	Pentose and glucuronate interconversions	0
R5PP	D-ribose 5-phosphate phosphatase	h2o_c + r5p_c --> pi_c + rib__D_c	ARMT1	Pentose and glucuronate interconversions	0	ARMT1(8)	pubmed:32682077;pubmed:14235556	GAPFILLING
RBTCT	D-ribitol-5-phosphate cytidylyltransferase	ctp_c + rbt5p_c + h_c --> cdprbt_c + ppi_c	CRPPA	Pentose and glucuronate interconversions	0
RU5PCT	D-ribitol-5-phosphate cytidylyltransferase	ctp_c + ru5p__D_c + h_c --> cdpru5p__D_c + ppi_c	CRPPA	Pentose and glucuronate interconversions	0
GNK	Gluconokinase	atp_c + glcn_c --> 6pgc_c + adp_c + h_c		Pentose phosphate pathway	0				MAR11943
PRPPS	Phosphoribosylpyrophosphate synthetase	atp_c + r5p_c --> amp_c + h_c + prpp_c	PRPS1 or PRPS2 or PRPS1L1	Pentose phosphate pathway	0	PRPS1 (20);PRPS2 (10)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
34DHALDDx	"3,4-dihydroxyphenylacetaldehyde:NAD + oxidoreductase"	34dhpac_c + h2o_c + nad_c --> 34dhpha_c + 2.0 h_c + nadh_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920;pubmed:2436624;pubmed:24548101
34DHALDDy	"3,4-dihydroxyphenylacetaldehyde:NADP + oxidoreductase"	34dhpac_c + h2o_c + nadp_c --> 34dhpha_c + 2.0 h_c + nadph_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920;pubmed:2436624;pubmed:24548101
34DHOXMANDMT	"S-adenosyl-L-methionine:3,4-dihydroxymandelate O-methyltransferase"	34dhoxmand_c + amet__L_c --> ahcys__L_c + h_c + 3mox4hoxm_c	COMT	"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR06755
34DHXMANDACOXx	"3,4-dihydroxymandelaldehyde:NAD + oxidoreductase"	34dhmald_c + h2o_c + nad_c --> 34dhoxmand_c + 2 h_c + nadh_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR06753
34DHXMANDACOXy	"3,4-dihydroxymandelaldehyde:NADP + oxidoreductase"	34dhmald_c + h2o_c + nadp_c --> 34dhoxmand_c + 2 h_c + nadph_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR06754
34HPLDH	3-(4-hydroxyphenyl)lactate:NAD + 2-oxidoreductase	34hpp_c + h_c + nadh_c --> 34hpl_c + nad_c	MDH1 or MDH2 	"Phenylalanine, tyrosine and tryptophan metabolism"	0	MDH1 (16)	pubmed:3052244
3HKYNAKGAT	3-hydroxy-L-kynurenine:2-oxoglutarate aminotransferase	hLkynr_c + akg_c --> 42a3hp24db_c + h_c + glu__L_c	GOT2 or KYAT1	"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR04244
3M4HDXPACx	3-methoxy-4-hydroxyphenylacetaldehyde:NAD + oxidoreductase	3mox4hpac_c + h2o_c + nad_c --> 2.0 h_c + homoval_c + nadh_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920;pubmed:24548101
3M4HDXPACy	3-methoxy-4-hydroxyphenylacetaldehyde:NADP + oxidoreductase	3mox4hpac_c + h2o_c + nadp_c --> 2.0 h_c + homoval_c + nadph_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920;pubmed:24548101
3MOXTYROX	3-methoxytyramine:oxygen oxidoreductase (deaminating)	3moxtyr_c + h2o_c + o2_c --> 3mox4hpac_c + h2o2_c + nh4_c		"Phenylalanine, tyrosine and tryptophan metabolism"	0		pubmed:24548101
41R2A1H12BOOX	Noradrenaline monoamine oxidase	h2o_c + o2_c + nrpphr__L_c --> 34dhmald_c + nh4_c + h2o2_c		"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR06752
42A12BOOX	Dopamine:oxygen oxidoreductase (deaminating)	dpam__L_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c		"Phenylalanine, tyrosine and tryptophan metabolism"	0		pubmed:2436624;pubmed:24548101	GAPFILLING
4HOXPACDORx	4-hydroxyphenylacetaldehyde:NAD + oxidoreductase	4hoxpacd_c + h2o_c + nad_c --> 4hphac_c + 2 h_c + nadh_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0
4HOXPACDORy	4-hydroxyphenylacetaldehyde:NADP + oxidoreductase	4hoxpacd_c + h2o_c + nadp_c --> 4hphac_c + 2 h_c + nadph_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0
5HOXINDACTOX	5-Hydroxyindoleacetaldehyde:NAD + oxidoreductase	h2o_c + nad_c + 5hoxindact_c --> 2.0 h_c + nadh_c + 5hoxindoa_c	ALDH9A1 or ALDH3A2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH9A1 (14)	pubmed:2436624;pubmed:30914451
ADRNCHRGST	Glutathione:adrenochrome S-transferase	adrnchrm_c + gthrd_c <=> 5sgthleuadrnchrm_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
ADRNLQGST_L	Glutathione:L-adrenaline-o-quinone S-transferase	adrnlqn__L_c + gthrd_c <=> 5sgthadrnl__L_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
ALDD19x	Phenylacetaldehyde:NAD + oxidoreductase	h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920;pubmed:30914451
ALDD19y	Phenylacetaldehyde:NADP + oxidoreductase	h2o_c + nadp_c + pacald_c --> 2.0 h_c + nadph_c + pac_c	ALDH3B1 or ALDH3A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	ALDH3B1 (6)	pubmed:23721920
ALDD20x	Indole-3-acetaldehyde:NAD + oxidoreductase	h2o_c + nad_c + id3acald_c --> 2.0 h_c + nadh_c + ind3ac_c	ALDH9A1	"Phenylalanine, tyrosine and tryptophan metabolism"	0				MAR06714
DOPAQGST_L	Glutathione:L-dopa-o-quinone S-transferase	dopaqn__L_c + gthrd_c <=> 5sgthdopa__L_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
DPAMCHRGST	Glutathione:dopaminochrome S-transferase	dpamchrm_c + gthrd_c <=> 4sgth56dhilne_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288
DPAMQGST_L	Glutathione:L-dopamine-o-quinone S-transferase	dpamqn__L_c + gthrd_c <=> 5sgthdpam__L_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288
DPCHRGST_L	Glutathione:L-dopachrome S-transferase	dpchrm__L_c + gthrd_c <=> 5sgthleudopachr__L_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
FKYNH	Arylformamidase	h2o_c + Lfmkynr_c --> h_c + for_c + kynr__L_c	AFMID	"Phenylalanine, tyrosine and tryptophan metabolism"	0		pubmed:37976448		MAR04216
IND56QNGST	"Glutathione:indole 5,6-quinone S-transferase"	gthrd_c + ind56qn_c <=> 4sgth56dhi_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase	akg_c + kynr__L_c --> 4aphdob_c + glu__L_c	GOT2 or KYAT1	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GOT2 (6)	pubmed:16008534;pubmed:16099471
KYNATESYN	"4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase"	4aphdob_c --> h2o_c + kynate_c		"Phenylalanine, tyrosine and tryptophan metabolism"	1		pubmed:16008534;pubmed:16099471
LLACPHEHYD	Formation of N-[(S)-lactoyl]-L-phenylalanine via reverse proteolysis	lac__L_c + phe__L_c <=> h2o_c + lacphe__LL_c	CNDP2	"Phenylalanine, tyrosine and tryptophan metabolism"	0		pubmed:25964343
NRPPHRCHRGST	Glutathione:noradrenochrome S-transferase	gthrd_c + nrpphrchrm_c <=> 5sgthleunrpphrchrm_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
NRPPHRQGST_L	Glutathione:L-noradrenaline-o-quinone S-transferase	gthrd_c + nrpphrqn__L_c <=> 5sgthnrpphr__L_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	"Phenylalanine, tyrosine and tryptophan metabolism"	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
PHLAC	Phenyllactate:NAD + oxidoreductase	h_c + nadh_c + phpyr_c --> nad_c + phlac_c	MDH1 or MDH2 	"Phenylalanine, tyrosine and tryptophan metabolism"	0	MDH1 (16)	pubmed:3052244
PHPYRAT	L-glutamine:phenylpyruvate aminotransferase	phpyr_c + gln__L_c <=> 2ogm_c + phe__L_c	KYAT1	"Phenylalanine, tyrosine and tryptophan metabolism"	0
XNTHRNSYN	"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate dehydratase"	42a3hp24db_c + h_c --> h2o_c + xanthurn_c		"Phenylalanine, tyrosine and tryptophan metabolism"	1				MAR04245
FEROXe	Ferroxidase (ceruloplasmin)	4.0 fe2_e + 4.0 h_e + o2_e --> 4.0 fe3_e + 2.0 h2o_e	SLC40A1 and CP	Porphyrin metabolism	0		pubmed:6095836;pubmed:23219802;pubmed:2835996	"Pyridoxine is transported by SLC19A2 at acidic pH (pubmed:33008889). Accoding to ChemAxon, pKa (strongest basic) is 5.58. Therefore, assumption is one proton currently for transport."
HEMEGTHOHDEG	Degradation of hydroxy-glutahione-heme adducts with iron release	hemegthoh_c --> fe2_c + hemedegprods_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Porphyrin metabolism	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:19968714;pubmed:26285072;pubmed:36290682;pubmed:7559611
PGG1S	"Fatty acid (FA 20:3(8Z,11Z,14Z)) cyclooxygenase"	FA_hs_20_8Z11Z14Z_c + 2.0 o2_c --> prostgg1_c	PTGS1 or PTGS2	Prostaglandin biosynthesis	0		pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG2S	"Fatty acid (FA 20:4(5Z,8Z,11Z,14Z)) cyclooxygenase"	FA_hs_20_5Z8Z11Z14Z_c + 2.0 o2_c --> prostgg2_c	PTGS1 or PTGS2	Prostaglandin biosynthesis	0		pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG3S	"Fatty acid (FA 20:5(5Z,8Z,11Z,14Z,17Z)) cyclooxygenase"	FA_hs_20_5Z8Z11Z14Z17Z_c + 2.0 o2_c --> prostgg3_c	PTGS1 or PTGS2	Prostaglandin biosynthesis	0		pubmed:24657656;pubmed:8041277;pubmed:9785380
PROSTGA1GST	Glutathione:prostaglandin A1 S-transferase	gthrd_c + prostga1_c --> sgthprostga1_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	Prostaglandin biosynthesis	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:24657656;pubmed:977587
PROSTGA2GST	Glutathione:prostaglandin A2 S-transferase	gthrd_c + prostga2_c --> sgthprostga2_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	Prostaglandin biosynthesis	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:24657656;pubmed:977587
PROSTGA3GST	Glutathione:prostaglandin A3 S-transferase	gthrd_c + prostga3_c --> sgthprostga3_c	GSTM1 or GSTM2 or GSTM3 or GSTM4 or GSTM5 or GSTT1 or GSTP1 or GSTO1 or LANCL1 or MGST2	Prostaglandin biosynthesis	0	GSTA2 (1);GSTM1 (2);GSTM2 (6);GSTM3 (14);GSTM4 (1);GSTO1 (20);GSTP1 (13);GSTT1 (11);LANCL1 (13);MGST2 (5)	pubmed:24657656;pubmed:977587
LCMTPP2A	Leucine carboxyl methyltransferase	pp2a_leu__L_c + amet__L_c <=> pp2a_leumeo_c + ahcys__L_c	(LCMT1 and PPP2CA) or (LCMT1 and PPP2CB)	Protein modification	0	LCMT1 (4)	pubmed:11752649;pubmed:8514774
METSOXTRD	methionine S-oxide reductase	trdxrd_c + metSox__SL_c --> trdxox_c + h2o_c + met__L_c	MSRA	Protein modification	0		pubmed:17938273
PPMEPP2A	Protein phosphatase methylesterase	pp2a_leumeo_c + h2o_c --> pp2a_leu__L_c + h_c + meoh_c	(PPME1 and PPP2CA) or (PPME1 and PPP2CB)	Protein modification	0	PPME1 (16)	pubmed:11752649;pubmed:8514774
PRMTMMA	Protein arginine methyltransferase (Protein N(omega)-methyl-L-arginine-forming)	amet__L_c + protres_arg__L_c --> ahcys__L_c + h_c + protres_mmarg__L_c	(CLNS1A and PRMT5 and WDR77) or CARM1 or PRMT1	Protein modification	0	CARM1 (16);PRMT1 (3);PRMT5 (20)	pubmed:22367507;pubmed:30312994;pubmed:32062367
PRMTSDMA	Protein arginine methyltransferase (Protein symmetric dimethylarginine-forming)	amet__L_c + protres_mmarg__L_c --> ahcys__L_c + h_c + protres_sdmarg__L_c	(CLNS1A and PRMT5 and WDR77) or CARM1	Protein modification	0	CARM1 (16);PRMT5 (20)	pubmed:22367507;pubmed:30312994;pubmed:32062367
PROTCSNOCOANT	SNO-CoA-assisted protein nitrosylase	protres_cys__L_c + snocoa_c --> coa_c + protres_snocys__L_c	BLVRB	Protein modification	0		pubmed:38056462
PROTKSUCT	Protein lysine succinyltransferase	protres_lys__L_c + FAcoa_4_DC_c <=> coa_c + h_c + protres_succlys_c	CPT1A	Protein modification	0		pubmed:29425493
PROTSACGALT	UDP-N-acetyl-D-galactosamine:protein-O-beta-N-acetyl-D-galactosaminyl transferase	protres_ser__L_c + udpacgal_c --> h_c + protres_serTnAg_c + udp_c	GALNT10 or GALNT2 or GALNT4 or GALNT5 or GALNT6 or GALNT7	Protein modification	0	GALNT2 (3);GALNT4 (3)	pubmed:5288760;pubmed:659909;pubmed:6789880;pubmed:6797473
