	reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes
1106	FACOA2ERy_22_2E7Z10Z13Z16Z	Trans-2,3-enoyl-CoA reductase (CoA 22:5(2E,7Z,10Z,13Z,16Z))	FAcoa_hs_22_2E7Z10Z13Z16Z_c + h_c + nadph_c --> FAcoa_hs_22_7Z10Z13Z16Z_c + nadp_c	TECR	Omega-6 fatty acid metabolism	0	TECR (2)		Enzymatic activity is likely minimal (pubmed:33904180)
1107	FACOA2ERy_24_2E9Z12Z15Z18Z	Trans-2,3-enoyl-CoA reductase (CoA 24:5(2E,9Z,12Z,15Z,18Z))	FAcoa_hs_24_2E9Z12Z15Z18Z_c + h_c + nadph_c --> FAcoa_hs_24_9Z12Z15Z18Z_c + nadp_c	TECR	Omega-6 fatty acid metabolism	0	TECR (2)		Enzymatic activity is likely minimal (pubmed:33904180)
1108	FACOA3OHDH_20_11Z14Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 20:2(11Z,14Z);O)	FAcoa_hs_20_11Z14Z3OH__R_c --> FAcoa_hs_20_2E11Z14Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1109	FACOA3OHDH_20_8Z11Z14Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 20:3(8Z,11Z,14Z);O)	FAcoa_hs_20_8Z11Z14Z3OH__R_c --> FAcoa_hs_20_2E8Z11Z14Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1110	FACOA3OHDH_22_10Z13Z16Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 22:3(10Z,13Z,16Z);O)	FAcoa_hs_22_10Z13Z16Z3OH__R_c --> FAcoa_hs_22_2E10Z13Z16Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1111	FACOA3OHDH_22_13Z16Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 22:2(13Z,16Z);O)	FAcoa_hs_22_13Z16Z3OH__R_c --> FAcoa_hs_22_2E13Z16Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1112	FACOA3OHDH_22_7Z10Z13Z16Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 22:4(7Z,10Z,13Z,16Z);O)	FAcoa_hs_22_7Z10Z13Z16Z3OH__R_c --> FAcoa_hs_22_2E7Z10Z13Z16Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1113	FACOA3OHDH_24_9Z12Z15Z18Z3OH	3(R)-hydroxyacyl-CoA dehydratase (CoA 24:4(9Z,12Z,15Z,18Z);O)	FAcoa_hs_24_9Z12Z15Z18Z3OH__R_c --> FAcoa_hs_24_2E9Z12Z15Z18Z_c + h2o_c	HACD3	Omega-6 fatty acid metabolism	0	HACD3 (10)		
1114	FACOA3ORy_20_11Z14Z3O	3-oxoacyl-CoA reductase (CoA 20:2(11Z,14Z);O)	FAcoa_hs_20_11Z14Z3O_c + h_c + nadph_c --> FAcoa_hs_20_11Z14Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1115	FACOA3ORy_20_8Z11Z14Z3O	3-oxoacyl-CoA reductase (CoA 20:3(8Z,11Z,14Z);O)	FAcoa_hs_20_8Z11Z14Z3O_c + h_c + nadph_c --> FAcoa_hs_20_8Z11Z14Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1116	FACOA3ORy_22_10Z13Z16Z3O	3-oxoacyl-CoA reductase (CoA 22:3(10Z,13Z,16Z);O)	FAcoa_hs_22_10Z13Z16Z3O_c + h_c + nadph_c --> FAcoa_hs_22_10Z13Z16Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1117	FACOA3ORy_22_13Z16Z3O	3-oxoacyl-CoA reductase (CoA 22:2(13Z,16Z);O)	FAcoa_hs_22_13Z16Z3O_c + h_c + nadph_c --> FAcoa_hs_22_13Z16Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1118	FACOA3ORy_22_7Z10Z13Z16Z3O	3-oxoacyl-CoA reductase (CoA 22:4(7Z,10Z,13Z,16Z);O)	FAcoa_hs_22_7Z10Z13Z16Z3O_c + h_c + nadph_c --> FAcoa_hs_22_7Z10Z13Z16Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1119	FACOA3ORy_24_9Z12Z15Z18Z3O	3-oxoacyl-CoA reductase (CoA 24:4(9Z,12Z,15Z,18Z);O)	FAcoa_hs_24_9Z12Z15Z18Z3O_c + h_c + nadph_c --> FAcoa_hs_24_9Z12Z15Z18Z3OH__R_c + nadp_c	HSD17B12	Omega-6 fatty acid metabolism	0	HSD17B12 (11)	pubmed:33806028	
1120	4PCYSK	ATP:N-pantothenoylcysteine 4'-phosphotransferase	4pcys__R_c + atp_c --> 4ppcys__R_c + adp_c + h_c	PANK2	Pantothenate and CoA metabolism	0	PANK2 (6)	pubmed:19584050;pubmed:32705819	
1121	AASDHPPT	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	apoACP_c + coa_c --> ACP_c + h_c + pap_c	AASDHPPT	Pantothenate and CoA metabolism	0	AASDHPPT (5)	pubmed:19584050;pubmed:4379089	
1122	ACPPDE	[Acyl-carrier-protein] 4'-pantetheine-phosphohydrolase	ACP_c + h2o_c --> 4pptth__R_c + apoACP_c + h_c		Pantothenate and CoA metabolism	0			GAPFILLING
1123	BTCOAC	Butanoyl-CoA carboxylase	atp_c + btcoa_c + hco3_c --> adp_c + ethmalcoa__S_c + h_c + pi_c		Pantothenate and CoA metabolism	0			GAPFILLING
1124	DPCOAK	Dephospho-CoA kinase	atp_c + dpcoa_c --> adp_c + coa_c + h_c	COASY	Pantothenate and CoA metabolism	0	COASY (11)	pubmed:19584050	
1125	EMCD	(2S)-ethylmalonyl-CoA decarboxylase	ethmalcoa__S_c + h_c --> btcoa_c + co2_c	ECHDC1	Pantothenate and CoA metabolism	0	ECHDC1 (8)		
1126	MMCD	(S)-Methylmalonyl-CoA decarboxylase	h_c + mmcoa__S_c --> co2_c + ppcoa_c	ECHDC1	Pantothenate and CoA metabolism	0	ECHDC1 (8)		
1127	PAN4PP	(R)-4'-phosphopantetheine phosphatase	4pptth__R_c + h2o_c --> pi_c + ptth__R_c	PANK4	Pantothenate and CoA metabolism	0	PANK4 (1)		
1128	PNTOK	ATP:pantothenate 4'-phosphotransferase	atp_c + pnto__R_c --> 4ppnto__R_c + adp_c + h_c	PANK2	Pantothenate and CoA metabolism	0	PANK2 (6)	pubmed:19584050;pubmed:32705819	
1129	PPCDC	Phosphopantothenoylcysteine decarboxylase	4ppcys__R_c + h_c --> 4pptth__R_c + co2_c	PPCDC	Pantothenate and CoA metabolism	0	PPCDC (8)	pubmed:19584050	
1130	PPCOAC	Propionyl-CoA carboxylase	atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c		Pantothenate and CoA metabolism	0			GAPFILLING
1131	PPNCL3	4'-Phosphopantothenate:L-cysteine ligase	4ppnto__R_c + atp_c + cys__L_c --> 4ppcys__R_c + amp_c + h_c + ppi_c	PPCS	Pantothenate and CoA metabolism	0	PPCS (12)	pubmed:11923312;pubmed:19584050	
1132	PTPAT	Pantetheine-phosphate adenylyltransferase	4pptth__R_c + atp_c + h_c --> dpcoa_c + ppi_c	COASY	Pantothenate and CoA metabolism	0	COASY (11)	pubmed:19584050	
1133	PTTHK	ATP:pantetheine 4'-phosphotransferase	atp_c + ptth__R_c --> 4pptth__R_c + adp_c + h_c	PANK2	Pantothenate and CoA metabolism	0	PANK2 (6)	pubmed:19584050;pubmed:32705819;pubmed:35204826	
1134	ARABR_Ly	L-arabinose dehydrogenase	arab__L_c + h_c + nadph_c --> abt__L_c + nadp_c	AKR7A2 or AKR1B1 or AKR1A1	Pentose and glucuronate interconversions	0	AKR1A1 (15);AKR1B1 (10);AKR7A2 (15)		
1135	DGULND	Dehydro-L-gulonate decarboxylase	3dhguln_c + h_c --> co2_c + xylu__L_c		Pentose and glucuronate interconversions	0			
1136	E4PP	Erythrose-4-phosphate phosphatase	e4p_c + h2o_c --> erthrs__D_c + pi_c	ARMT1	Pentose and glucuronate interconversions	0	ARMT1 (6)	pubmed:28484010;pubmed:31511322;pubmed:32682077	
1137	ERTHSD_Dy	D-erythrose reductase (NADPH)	erthrs__D_c + h_c + nadph_c <=> erylt_c + nadp_c	SORD	Pentose and glucuronate interconversions	0	SORD (20)		
1138	GULN3D	L-gulonate 3-dehydrogenase	guln__L_c + nad_c <=> 3dhguln_c + h_c + nadh_c		Pentose and glucuronate interconversions	0			GAPFILLING
1139	GULND	D-glucuronate dehydrogenase	glcur_c + h_c + nadph_c <=> guln__L_c + nadp_c	AKR1A1	Pentose and glucuronate interconversions	0	AKR1A1 (15)	pubmed:10510318	
1140	R5PP	D-ribose 5-phosphate phosphatase	h2o_c + r5p_c --> pi_c + rib__D_c	ARMT1	Pentose and glucuronate interconversions	0	ARMT1 (6)	pubmed:32682077	
1141	RBTDG2_Dx	Ribitol:NAD+ 2-oxidoreductase (D-ribulose)	h_c + nadh_c + rbl__D_c --> nad_c + rbt_c	SORD	Pentose and glucuronate interconversions	0	SORD (20)	pubmed:15234337;pubmed:1736046	
1142	RBTDG_Dx	Ribitol:NAD+ 2-oxidoreductase (D-ribose)	h_c + nadh_c + rib__D_c --> nad_c + rbt_c	ALDH3A1 or ALDH3B1	Pentose and glucuronate interconversions	0	ALDH3A1 (1);ALDH3B1 (5)	pubmed:15234337;pubmed:23721920	
1143	THRTLD_Lx	L-threitol:NAD+ 2-oxidoreductase	nad_c + thrtl__L_c <=> eryth__L_c + h_c + nadh_c	SORD	Pentose and glucuronate interconversions	0	SORD (20)	pubmed:1736046;pubmed:3365415	
1144	XYLK	Xylulokinase	atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c	XYLB	Pentose and glucuronate interconversions	0		doi:10.1016/B978-0-12-677201-2.X5001-6;doi:10.3925/jjtc1958.26.361;pubmed:1229165	
1145	XYLR_Dy	Aldose reductase (D-xylose, NADPH)	h_c + nadph_c + xyl__D_c <=> nadp_c + xylt_c	AKR1B1	Pentose and glucuronate interconversions	0	AKR1B1 (10)	pubmed:1229165;pubmed:15234337;pubmed:4384912	
1146	XYLTD_Dx	Xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming)	nad_c + xylt_c <=> h_c + nadh_c + xylu__D_c	SORD	Pentose and glucuronate interconversions	0	SORD (20)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1229165;pubmed:15234337;pubmed:1736046;pubmed:4384912	
1147	XYLUR_Ly	Xylulose reductase	h_c + nadph_c + xylu__L_c <=> nadp_c + xylt_c	DCXR	Pentose and glucuronate interconversions	0	DCXR (14)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1229165;pubmed:15234337;pubmed:4384912	
1148	4PERP	4-Phosphoerythronate phosphatase	4per_c + h2o_c --> erthn__D_c + pi_c	PGP	Pentose phosphate pathway	0	PGP (15)	pubmed:28484010;pubmed:31473074;pubmed:31511322	
1149	DRPA	Deoxyribose-phosphate aldolase (glyceraldehyde3-phosphate)	2dr5p_c <=> acald_c + g3p_c	DERA	Pentose phosphate pathway	0	DERA (18)	pubmed:14230350;pubmed:4989681	
1150	FBA2	Fructose-1-phosphate aldolase	f1p_c <=> dhap_c + glyald_c	ALDOC or ALDOA	Pentose phosphate pathway	0	ALDOA (19);ALDOC (10)	pubmed:31473074;pubmed:5641904	
1151	FBA3	Sedoheptulose 1,7-bisphosphate aldolase	s17bp_c <=> dhap_c + e4p_c	ALDOC or ALDOA	Pentose phosphate pathway	0	ALDOA (19);ALDOC (10)	pubmed:31473074;pubmed:5641904	
1152	FBA6	Octulose 1,8-diphosphate aldolase	o18bp_c <=> dhap_c + r5p_c	ALDOC or ALDOA	Pentose phosphate pathway	0	ALDOA (19);ALDOC (10)	pubmed:31473074;pubmed:5641904	
1153	G6PDH2	Glucose 6-phosphate dehydrogenase	g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c	G6PD	Pentose phosphate pathway	0	G6PD (16)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2141094;pubmed:2630803;pubmed:5918932	
1154	GND	Phosphogluconate dehydrogenase	6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c	PGD	Pentose phosphate pathway	0	PGD (16)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1155	PGL	6-phosphogluconolactonase	6pgl_c + h2o_c <=> 6pgc_c + h_c	PGLS	Pentose phosphate pathway	0	PGLS (14)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1156	PPM	Phosphopentomutase	r1p_c <=> r5p_c	PGM2	Pentose phosphate pathway	0	PGM2 (18)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2533352;pubmed:2630803;pubmed:2948936;pubmed:3157431;pubmed:6240990	
1157	PPM2	Phosphopentomutase	2dr1p_c <=> 2dr5p_c	PGM2	Pentose phosphate pathway	0	PGM2 (18)	pubmed:2533352;pubmed:2948936;pubmed:3157431;pubmed:6240990	
1158	PRPPS	Phosphoribosylpyrophosphate synthetase	atp_c + r5p_c <=> amp_c + h_c + prpp_c	PRPS1 or PRPS2	Pentose phosphate pathway	0	PRPS1 (19);PRPS2 (9)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1159	RBK	Ribokinase (D-ribose)	atp_c + rib__D_c --> adp_c + h_c + r5p_c	RBKS	Pentose phosphate pathway	0	RBKS (4)	pubmed:14577607	
1160	RPE	Ribulose 5-phosphate 3-epimerase	ru5p__D_c <=> xu5p__D_c	RPE	Pentose phosphate pathway	0	RPE (8)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:6882362	
1161	RPI	Ribose-5-phosphate isomerase	ru5p__D_c <=> r5p_c	RPIA	Pentose phosphate pathway	0	RPIA (19)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1162	SHPK	Sedoheptulokinase	atp_c + sdhplse_c --> adp_c + h_c + s7p_c	SHPK	Pentose phosphate pathway	0	SHPK (6)		
1163	TALA	Transaldolase	g3p_c + s7p_c <=> e4p_c + f6p_c	TALDO1	Pentose phosphate pathway	0	TALDO1 (18)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1164	TKT1	Transketolase	r5p_c + xu5p__D_c <=> g3p_c + s7p_c	TKT	Pentose phosphate pathway	0	TKT (13)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1165	TKT2	Transketolase	e4p_c + xu5p__D_c <=> f6p_c + g3p_c	TKT	Pentose phosphate pathway	0	TKT (13)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803	
1166	ACMAH	N-acetylmethionyl L-alanine hydrolase	acmetala_c + h2o_c --> acmet__L_c + ala__L_c	APEH	Peptide metabolism	0	APEH (17)	pubmed:10719179;pubmed:7275011	
1167	ACMDAC	N-acetyl-L-methionine deacetylase	acmet__L_c + h2o_c --> ac_c + met__L_c		Peptide metabolism	0		pubmed:10719179;pubmed:7275011	
1168	APDPP	L-alanyl-L-proline dipeptidase	alapro_c + h2o_c --> ala__L_c + pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:6013089;pubmed:6058286;pubmed:6437213;pubmed:7002549;pubmed:7063276	
1169	FLDPP	L-phenylalanyl-L-leucine dipeptidase	h2o_c + pheleu_c --> leu__L_c + phe__L_c	LTA4H or CNDP2	Peptide metabolism	0	CNDP2 (12);LTA4H (18)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1170	FPDPP	L-phenylalanyl-L-proline dipeptidase	h2o_c + phepro_c --> phe__L_c + pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:395949;pubmed:6058286;pubmed:7002549;pubmed:7063276	
1171	FYDPP	L-phenylalanyl-L-tyrosine dipeptidase	h2o_c + phetyr_c --> phe__L_c + tyr__L_c	LTA4H or CNDP2	Peptide metabolism	0	CNDP2 (12);LTA4H (18)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1172	GFDPP	L-glycyl-L-phenylalanine dipeptidase	glyphe_c + h2o_c --> gly_c + phe__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:6058286;pubmed:7002549	
1173	GGDPP	L-glycyl-L-glycine dipeptidase	glygly_c + h2o_c --> 2.0 gly_c	CNDP2	Peptide metabolism	0	CNDP2 (12)		
1174	GLDPP	L-glycyl-L-leucine dipeptidase	glyleu_c + h2o_c --> gly_c + leu__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1175	GPDPP	Glycyl-L-proline dipeptidase	glypro_c + h2o_c --> gly_c + pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276	
1176	GWDPP	L-glycyl-L-tryptophan dipeptidase	glytrp_c + h2o_c --> gly_c + trp__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:6058286;pubmed:7002549	
1177	KLDPP	L-lysyl-L-leucine dipeptidase	h2o_c + lysleu_c --> leu__L_c + lys__L_c	LTA4H or CNDP2	Peptide metabolism	0	CNDP2 (12);LTA4H (18)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1178	LADPP	L-leucyl-L-alanine dipeptidase	h2o_c + leuala_c --> ala__L_c + leu__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1179	LGDPP	L-leucyl-L-glycine dipeptidase	h2o_c + leugly_c --> gly_c + leu__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:6058286;pubmed:7002549	
1180	LGFTPAP	L-leucyl-glycyl-L-phenylalanine tripeptide aminopeptidase	h2o_c + leuglyphe_c --> glyphe_c + leu__L_c	LTA4H	Peptide metabolism	0	LTA4H (18)	pubmed:6058286;pubmed:7002549	
1181	LGGTPAP	L-leucyl-glycyl-glycyl tripeptide aminopeptidase	h2o_c + leuglygly_c --> glygly_c + leu__L_c	LTA4H	Peptide metabolism	0	LTA4H (18)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1182	LLDPP	L-leucyl-L-leucine dipeptidase	h2o_c + leuleu_c --> 2.0 leu__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:6058286;pubmed:7002549	
1183	LLLTPAP	L-leucyl-L-leucyl-L-leucine tripeptide aminopeptidase	h2o_c + leuleuleu_c --> leu__L_c + leuleu_c	LTA4H	Peptide metabolism	0	LTA4H (18)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1184	LPDPP	L-leucyl-L-proline dipeptidase	h2o_c + leupro_c --> leu__L_c + pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:395949;pubmed:6058286;pubmed:7002549;pubmed:7063276	
1185	MPDPP	L-methionyl-L-proline dipeptidase	h2o_c + metpro_c --> met__L_c + pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276	
1186	PFDPP	L-prolyl-L-phenylalanine dipeptidase	h2o_c + prophe_c --> phe__L_c + pro__L_c	LTA4H or CNDP2	Peptide metabolism	0	CNDP2 (12);LTA4H (18)	pubmed:6058286;pubmed:7002549	
1187	PLDPP	L-prolyl-L-leucine dipeptidase	h2o_c + proleu_c --> leu__L_c + pro__L_c	LTA4H or CNDP2	Peptide metabolism	0	CNDP2 (12);LTA4H (18)	pubmed:395949;pubmed:7002549	
1188	PPDPP	L-prolyl-L-proline dipeptidase	h2o_c + propro_c --> 2.0 pro__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:6437213	
1189	RPPTPAP	L-arginyl-L-prolyl-L-proline tripeptide aminopeptidase	argpropro_c + h2o_c --> arg__L_c + propro_c	XPNPEP1	Peptide metabolism	0	XPNPEP1 (9)	pubmed:6437213	
1190	VLDPP	L-valyl-L-leucine dipeptidase	h2o_c + valleu_c --> leu__L_c + val__L_c	CNDP2	Peptide metabolism	0	CNDP2 (12)	pubmed:395949;pubmed:6058286;pubmed:7002549	
1191	VPDPP	L-valyl-L-proline dipeptidase	h2o_c + valpro_c --> pro__L_c + val__L_c	PEPD or XPNPEP1	Peptide metabolism	0	PEPD (17);XPNPEP1 (9)	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276	
1192	YYDPP	L-tyrosyl-L-tyrosine dipeptidase	h2o_c + tyrtyr_c --> 2.0 tyr__L_c		Peptide metabolism	0			
1193	YYYTPAP	L-tryptophyl-tryptophyl-tryptophan tripeptide aminopeptidase	h2o_c + tyrtyrtyr_c --> tyr__L_c + tyrtyr_c	LTA4H	Peptide metabolism	0	LTA4H (18)	pubmed:6058286;pubmed:7002549	
1194	34DHALDDx	3,4-dihydroxyphenylacetaldehyde:NAD+ oxidoreductase	34dhpac_c + h2o_c + nad_c --> 34dhpha_c + 2.0 h_c + nadh_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920;pubmed:2436624;pubmed:24548101	
1195	34DHALDDy	3,4-dihydroxyphenylacetaldehyde:NADP+ oxidoreductase	34dhpac_c + h2o_c + nadp_c --> 34dhpha_c + 2.0 h_c + nadph_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920;pubmed:2436624;pubmed:24548101	
1196	34DHPHAMT	S-Adenosyl-L-methionine:3,4-Dihydroxyphenylacetate O-methyltransferase	34dhpha_c + amet__L_c --> ahcys__L_c + h_c + homoval_c	COMT	Phenylalanine, tyrosine and tryptophan metabolism	0	COMT (6)	pubmed:10410961;pubmed:24548101	
1197	34HPLDH	3-(4-hydroxyphenyl)lactate:NAD+ 2-oxidoreductase	34hpp_c + h_c + nadh_c --> 34hpl_c + nad_c	MDH1	Phenylalanine, tyrosine and tryptophan metabolism	0	MDH1 (15)	pubmed:3052244	
1198	34HPPOR	4-Hydroxyphenylpyruvate:oxygen oxidoreductase	34hpp_c + o2_c --> co2_c + hgentis_c		Phenylalanine, tyrosine and tryptophan metabolism	0			GAPFILLING
1199	34HPPT	3-(4-hydroxyphenyl)pyruvate tautomerase	34hpp_c --> 2h34hppr_c	MIF	Phenylalanine, tyrosine and tryptophan metabolism	0	MIF (13)	pubmed:29275011;pubmed:31812320;pubmed:8898931	
1200	3M4HDXPACx	3-methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	3mox4hpac_c + h2o_c + nad_c --> 2.0 h_c + homoval_c + nadh_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920;pubmed:24548101	
1201	3M4HDXPACy	3-methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	3mox4hpac_c + h2o_c + nadp_c --> 2.0 h_c + homoval_c + nadph_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920;pubmed:24548101	
1202	3MOXTYROX	3-methoxytyramine:oxygen oxidoreductase (deaminating)	3moxtyr_c + h2o_c + o2_c --> 3mox4hpac_c + h2o2_c + h_c + nh3_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:24548101	GAPFILLING
1203	42A12BOOX	Dopamine:oxygen oxidoreductase (deaminating)	dpam__L_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + h_c + nh3_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:2436624;pubmed:24548101	GAPFILLING
1204	56DHIO2SX	Oxidation of of 5,6-dihydroxyindole via superoxide	56dhi_c + h_c + o2s_c --> h2o2_c + ind56sqn_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1205	56DHIPX	Oxidation of of 5,6-dihydroxyindole via hydrogen peroxide	2.0 56dhi_c + h2o2_c --> 2.0 h2o_c + 2.0 ind56sqn_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691	
1206	56DHISQDP	Disproportionation of indole-5,6-o-semiquinone	2.0 ind56sqn_c --> 56dhi_c + ind56qn_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	Disproportionation of radicals is spontaneous
1207	5HOXINDACTOX	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	5hoxindact_c + h2o_c + nad_c --> 5hoxindoa_c + 2.0 h_c + nadh_c	ALDH9A1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH9A1 (13)	pubmed:2436624;pubmed:30914451	
1208	ADRNCHR1ERx	Adrenochrome:NADH reductase (1e-)	2.0 adrnchrm_c + h_c + nadh_c --> 2.0 adrnchrmsqn_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979;pubmed:8937691	
1209	ADRNCHR2ERy	N-ribosyldihydronicotinamide:adrenochrome reductase (2e-)	adrnchrm_c + h_c + nadph_c --> leuadrnchrm_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1210	ADRNCHR2ERz	N-ribosyldihydronicotinamide:adrenochrome reductase (2e-)	adrnchrm_c + h_c + rnamh_c --> leuadrnchrm_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:18579530;pubmed:32913139	
1211	ADRNCHRGST	Glutathione:adrenochrome S-transferase	adrnchrm_c + gthrd_c <=> 5sgthleuadrnchrm_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1212	ADRNCHRSQOX	Oxidation of leucoadrenochrome-o-semiquinone via O2	adrnchrmsqn_c + o2_c --> adrnchrm_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691	
