complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_MONOMER_Clcn4_pc	cplx_MONOMER_Clcn4	protein_Clcn4_pc	H_2Clt	Clcn4	1			protein_Clcn4_pc(1)	pc	83728.64900000018
cplx_MONOMER_Clcn5_pc	cplx_MONOMER_Clcn5	protein_Clcn5_pc	H_2Clt	Clcn5	1			protein_Clcn5_pc(1)	pc	90695.26600000002
cplx_MONOMER_Clic1_pc	cplx_MONOMER_Clic1	protein_Clic1_pc	Clt;It;NO3t	Clic1	1			protein_Clic1_pc(1)	pc	27004.512
cplx_MONOMER_Clic3_pc	cplx_MONOMER_Clic3	protein_Clic3_pc	Clt	Clic3	1			protein_Clic3_pc(1)	pc	26840.460000000014
cplx_MONOMER_Clic4_pc	cplx_MONOMER_Clic4	protein_Clic4_pc	Clt;It;NO3t	Clic4	1			protein_Clic4_pc(1)	pc	28723.74600000001
cplx_COMPLEX_Prmt5_Wdr77_Clns1a_pc	cplx_COMPLEX_Prmt5_Wdr77_Clns1a	protein_Clns1a_pc;protein_Prmt5_pc;protein_Wdr77_pc	PRMTMMA;PRMTSDMA	Clns1a;Prmt5;Wdr77	4;4;4			protein_Clns1a_pc(4);protein_Prmt5_pc(4);protein_Wdr77_pc(4)	pc	542298.752000001
cplx_MONOMER_Cmpk1_pc	cplx_MONOMER_Cmpk1	protein_Cmpk1_pc	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5;5FLUMPK	Cmpk1	1			protein_Cmpk1_pc(1)	pc	22163.127
cplx_MONOMER_Cmpk2_pc	cplx_MONOMER_Cmpk2	protein_Cmpk2_pc	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5	Cmpk2	1			protein_Cmpk2_pc(1)	pc	50034.80700000019
cplx_HOMODIMER_Cndp2_pc	cplx_HOMODIMER_Cndp2	protein_Cndp2_pc	2ABUTGLYDP;AMPTASECG;FLDPP;FYDPP;GFDPP;GGDPP;GLDPP;GWDPP;KLDPP;LADPP;LGDPP;LLDPP;PFDPP;PLDPP;VLDPP;LLACPHEHYD	Cndp2	2			protein_Cndp2_pc(2)	pc	105505.44200000034
cplx_MONOMER_Cnp_pc	cplx_MONOMER_Cnp	protein_Cnp_pc	23CN3PA;23CN3PC;23CN3PG;23CN3PU	Cnp	1			protein_Cnp_pc(1)	pc	47133.978000000156
cplx_MONOMER_Coasy_pc	cplx_MONOMER_Coasy	protein_Coasy_pc	DPCOAK;PTPAT	Coasy	1			protein_Coasy_pc(1)	pc	62019.538000000335
cplx_MONOMER_Comt_pc	cplx_MONOMER_Comt	protein_Comt_pc	LDPAMMT;SALMCOM;SALMCOM2;2OHE1MT;2OHE1MT2;2OHE2MT;2OHE2MT2;4OHE1MT;4OHE2MT;34DHPHAMT;LDOPAMT;34DHOXMANDMT	Comt	1		ASSUMED MONOMER	protein_Comt_pc(1)	pc	29480.02900000002
cplx_HETERODIMER_Slc40a1_Cp_pc	cplx_HETERODIMER_Slc40a1_Cp	protein_Cp_pc;protein_Slc40a1_pc	FEROXe	Cp;Slc40a1	1;1			protein_Cp_pc(1);protein_Slc40a1_pc(1)	pc	183807.82100000005
cplx_MONOMER_Cpped1_pc	cplx_MONOMER_Cpped1	protein_Cpped1_pc	PROTSPP;PROTTPP	Cpped1	1		ASSUMED MONOMER	protein_Cpped1_pc(1)	pc	35233.26400000003
cplx_HOMOHEXAMER_Cpt1a_pc	cplx_HOMOHEXAMER_Cpt1a	protein_Cpt1a_pc	CRNAT_10_0;CRNAT_10_2E;CRNAT_10_2E6Z;CRNAT_10_3OH_S;CRNAT_10_DC;CRNAT_11_0;CRNAT_12_0;CRNAT_12_2E;CRNAT_12_3OH_S;CRNAT_12_DC;CRNAT_13_0;CRNAT_14_0;CRNAT_14_2E;CRNAT_14_3OH_S;CRNAT_14_5E8Z;CRNAT_14_5E8Z3OH_S;CRNAT_14_5Z;CRNAT_14_7Z;CRNAT_14_7Z3OH_S;CRNAT_14_9Z;CRNAT_15_0;CRNAT_16_0;CRNAT_16_2E;CRNAT_16_3OH_S;CRNAT_16_7E10Z3OH_S;CRNAT_16_7Z;CRNAT_16_9Z;CRNAT_16_9Z3OH_S;CRNAT_16_DC;CRNAT_17_0;CRNAT_17_10Z;CRNAT_17_9Z;CRNAT_18_0;CRNAT_18_11Z;CRNAT_18_13Z;CRNAT_18_2E;CRNAT_18_3OH_S;CRNAT_18_6Z9Z;CRNAT_18_6Z9Z12Z;CRNAT_18_6Z9Z12Z15Z;CRNAT_18_7Z;CRNAT_18_9E;CRNAT_18_9Z;CRNAT_18_9Z12Z;CRNAT_18_9Z12Z15Z;CRNAT_18_9Z12Z3OH_S;CRNAT_18_9Z3OH_S;CRNAT_19_0;CRNAT_20_0;CRNAT_20_11Z;CRNAT_20_11Z14Z;CRNAT_20_11Z14Z17Z;CRNAT_20_13Z;CRNAT_20_5Z8Z11Z;CRNAT_20_5Z8Z11Z14Z;CRNAT_20_5Z8Z11Z14Z17Z;CRNAT_20_8Z11Z;CRNAT_20_8Z11Z14Z;CRNAT_20_8Z11Z14Z17Z;CRNAT_20_9Z;CRNAT_21_0;CRNAT_22_0;CRNAT_22_10Z13Z16Z;CRNAT_22_10Z13Z16Z19Z;CRNAT_22_11Z;CRNAT_22_13Z;CRNAT_22_13Z16Z;CRNAT_22_13Z16Z19Z;CRNAT_22_4Z7Z10Z13Z16Z;CRNAT_22_4Z7Z10Z13Z16Z19Z;CRNAT_22_7Z10Z13Z16Z;CRNAT_22_7Z10Z13Z16Z19Z;CRNAT_6_0;CRNAT_6_2E;CRNAT_6_3OH_S;CRNAT_6_DC;CRNAT_7_0;CRNAT_7_3OH_S;CRNAT_7_DC;CRNAT_8_0;CRNAT_8_2E;CRNAT_8_3OH_S;CRNAT_8_DC;CRNAT_9_0;CRNAT_9_3OH_S;PROTKSUCT	Cpt1a	6			protein_Cpt1a_pc(6)	pc	529570.8299999996
cplx_HOMOTRIMER_Cpt1a_pc	cplx_HOMOTRIMER_Cpt1a	protein_Cpt1a_pc	CRNAT_10_0;CRNAT_10_2E;CRNAT_10_2E6Z;CRNAT_10_3OH_S;CRNAT_10_DC;CRNAT_11_0;CRNAT_12_0;CRNAT_12_2E;CRNAT_12_3OH_S;CRNAT_12_DC;CRNAT_13_0;CRNAT_14_0;CRNAT_14_2E;CRNAT_14_3OH_S;CRNAT_14_5E8Z;CRNAT_14_5E8Z3OH_S;CRNAT_14_5Z;CRNAT_14_7Z;CRNAT_14_7Z3OH_S;CRNAT_14_9Z;CRNAT_15_0;CRNAT_16_0;CRNAT_16_2E;CRNAT_16_3OH_S;CRNAT_16_7E10Z3OH_S;CRNAT_16_7Z;CRNAT_16_9Z;CRNAT_16_9Z3OH_S;CRNAT_16_DC;CRNAT_17_0;CRNAT_17_10Z;CRNAT_17_9Z;CRNAT_18_0;CRNAT_18_11Z;CRNAT_18_13Z;CRNAT_18_2E;CRNAT_18_3OH_S;CRNAT_18_6Z9Z;CRNAT_18_6Z9Z12Z;CRNAT_18_6Z9Z12Z15Z;CRNAT_18_7Z;CRNAT_18_9E;CRNAT_18_9Z;CRNAT_18_9Z12Z;CRNAT_18_9Z12Z15Z;CRNAT_18_9Z12Z3OH_S;CRNAT_18_9Z3OH_S;CRNAT_19_0;CRNAT_20_0;CRNAT_20_11Z;CRNAT_20_11Z14Z;CRNAT_20_11Z14Z17Z;CRNAT_20_13Z;CRNAT_20_5Z8Z11Z;CRNAT_20_5Z8Z11Z14Z;CRNAT_20_5Z8Z11Z14Z17Z;CRNAT_20_8Z11Z;CRNAT_20_8Z11Z14Z;CRNAT_20_8Z11Z14Z17Z;CRNAT_20_9Z;CRNAT_21_0;CRNAT_22_0;CRNAT_22_10Z13Z16Z;CRNAT_22_10Z13Z16Z19Z;CRNAT_22_11Z;CRNAT_22_13Z;CRNAT_22_13Z16Z;CRNAT_22_13Z16Z19Z;CRNAT_22_4Z7Z10Z13Z16Z;CRNAT_22_4Z7Z10Z13Z16Z19Z;CRNAT_22_7Z10Z13Z16Z;CRNAT_22_7Z10Z13Z16Z19Z;CRNAT_6_0;CRNAT_6_2E;CRNAT_6_3OH_S;CRNAT_6_DC;CRNAT_7_0;CRNAT_7_3OH_S;CRNAT_7_DC;CRNAT_8_0;CRNAT_8_2E;CRNAT_8_3OH_S;CRNAT_8_DC;CRNAT_9_0;CRNAT_9_3OH_S;PROTKSUCT	Cpt1a	3			protein_Cpt1a_pc(3)	pc	264785.4149999998
cplx_HOMODIMER_Crppa_pc	cplx_HOMODIMER_Crppa	protein_Crppa_pc	R5PCT;RBTCT;RU5PCT	Crppa	2			protein_Crppa_pc(2)	pc	98256.97400000041
cplx_HOMODIMER_Cryl1_pc	cplx_HOMODIMER_Cryl1	protein_Cryl1_pc	GULN3D	Cryl1	2			protein_Cryl1_pc(2)	pc	70402.97000000007
cplx_MONOMER_Csnk1a1_pc	cplx_MONOMER_Csnk1a1	protein_Csnk1a1_pc	PROTSK;PROTTK	Csnk1a1	1		ASSUMED MONOMER	protein_Csnk1a1_pc(1)	pc	38932.67400000003
cplx_MONOMER_Csnk1g1_pc	cplx_MONOMER_Csnk1g1	protein_Csnk1g1_pc	PROTSK;PROTTK	Csnk1g1	1			protein_Csnk1g1_pc(1)	pc	52755.39100000012
cplx_MONOMER_Csnk1g2_pc	cplx_MONOMER_Csnk1g2	protein_Csnk1g2_pc	PROTSK;PROTTK	Csnk1g2	1			protein_Csnk1g2_pc(1)	pc	47594.06800000006
cplx_MONOMER_Csnk1g3_pc	cplx_MONOMER_Csnk1g3	protein_Csnk1g3_pc	PROTSK;PROTTK	Csnk1g3	1			protein_Csnk1g3_pc(1)	pc	48951.69900000009
cplx_HETEROTETRAMER_Csnk2a1_Csnk2a2_Csnk2b_pc	cplx_HETEROTETRAMER_Csnk2a1_Csnk2a2_Csnk2b	protein_Csnk2a1_pc;protein_Csnk2a2_pc;protein_Csnk2b_pc	PROTSK;PROTTK	Csnk2a1;Csnk2a2;Csnk2b	1;1;2			protein_Csnk2a1_pc(1);protein_Csnk2a2_pc(1);protein_Csnk2b_pc(2)	pc	136218.3150000002
cplx_HETEROTETRAMER_Csnk2a1_Csnk2b_pc	cplx_HETEROTETRAMER_Csnk2a1_Csnk2b	protein_Csnk2a1_pc;protein_Csnk2b_pc	PROTSK;PROTTK	Csnk2a1;Csnk2b	2;2			protein_Csnk2a1_pc(2);protein_Csnk2b_pc(2)	pc	140132.54000000027
cplx_HETEROTETRAMER_Csnk2a2_Csnk2b_pc	cplx_HETEROTETRAMER_Csnk2a2_Csnk2b	protein_Csnk2a2_pc;protein_Csnk2b_pc	PROTSK;PROTTK	Csnk2a2;Csnk2b	2;2			protein_Csnk2a2_pc(2);protein_Csnk2b_pc(2)	pc	132304.09000000014
cplx_HOMOTETRAMER_Cth_pc	cplx_HOMOTETRAMER_Cth	protein_Cth_pc	CYSLNET;CYSTL1;SELCYSTL1;SELMETHL1;CYSIL2;CYSL2;CYSTL2	Cth	4			protein_Cth_pc(4)	pc	174271.35200000048
cplx_HOMOTETRAMER_Ctps1_pc	cplx_HOMOTETRAMER_Ctps1	protein_Ctps1_pc	GLUN;CTPS1;CTPS2	Ctps1	4			protein_Ctps1_pc(4)	pc	266695.212000001
cplx_HOMOTETRAMER_Ctps2_pc	cplx_HOMOTETRAMER_Ctps2	protein_Ctps2_pc	GLUN;CTPS1;CTPS2	Ctps2	4			protein_Ctps2_pc(4)	pc	262023.16800000117
cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxl20_pc	cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxl20	protein_Cul1_pc;protein_Fbxl20_pc;protein_Rbx1_pc;protein_Skp1_pc	UBIQE2CONJT	Cul1;Fbxl20;Rbx1;Skp1	1;1;1;1			protein_Cul1_pc(1);protein_Fbxl20_pc(1);protein_Rbx1_pc(1);protein_Skp1_pc(1)	pc	169019.16900000005
cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxo4_pc	cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxo4	protein_Cul1_pc;protein_Fbxo4_pc;protein_Rbx1_pc;protein_Skp1_pc	UBIQE2CONJT	Cul1;Fbxo4;Rbx1;Skp1	1;1;1;1			protein_Cul1_pc(1);protein_Fbxo4_pc(1);protein_Rbx1_pc(1);protein_Skp1_pc(1)	pc	164389.78800000003
cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxo7_pc	cplx_HETEROTETRAMER_Rbx1_Cul1_Skp1_Fbxo7	protein_Cul1_pc;protein_Fbxo7_pc;protein_Rbx1_pc;protein_Skp1_pc	UBIQE2CONJT	Cul1;Fbxo7;Rbx1;Skp1	1;1;1;1			protein_Cul1_pc(1);protein_Fbxo7_pc(1);protein_Rbx1_pc(1);protein_Skp1_pc(1)	pc	178257.77500000017
cplx_HETEROTETRAMER_Rbx1_Cul2_Elob_Eloc_pc	cplx_HETEROTETRAMER_Rbx1_Cul2_Elob_Eloc	protein_Cul2_pc;protein_Elob_pc;protein_Eloc_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul2;Elob;Eloc;Rbx1	1;1;1;1			protein_Cul2_pc(1);protein_Elob_pc(1);protein_Eloc_pc(1);protein_Rbx1_pc(1)	pc	124773.75399999991
cplx_HETEROHEXAMER_Rbx1_Cul3_Klhl18_pc	cplx_HETEROHEXAMER_Rbx1_Cul3_Klhl18	protein_Cul3_pc;protein_Klhl18_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul3;Klhl18;Rbx1	2;2;2			protein_Cul3_pc(2);protein_Klhl18_pc(2);protein_Rbx1_pc(2)	pc	329790.6080000007
cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf11_pc	cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf11	protein_Cul4a_pc;protein_Dcaf11_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4a;Dcaf11;Ddb1;Rbx1	1;1;1;1			protein_Cul4a_pc(1);protein_Dcaf11_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	288821.3749999997
cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf6_pc	cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf6	protein_Cul4a_pc;protein_Dcaf6_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4a;Dcaf6;Ddb1;Rbx1	1;1;1;1			protein_Cul4a_pc(1);protein_Dcaf6_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	324387.6459999995
cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf7_pc	cplx_HETEROTETRAMER_Rbx1_Cul4a_Ddb1_Dcaf7	protein_Cul4a_pc;protein_Dcaf7_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4a;Dcaf7;Ddb1;Rbx1	1;1;1;1			protein_Cul4a_pc(1);protein_Dcaf7_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	265750.6159999995
cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf11_pc	cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf11	protein_Cul4b_pc;protein_Dcaf11_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4b;Dcaf11;Ddb1;Rbx1	1;1;1;1			protein_Cul4b_pc(1);protein_Dcaf11_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	311769.1599999995
cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf6_pc	cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf6	protein_Cul4b_pc;protein_Dcaf6_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4b;Dcaf6;Ddb1;Rbx1	1;1;1;1			protein_Cul4b_pc(1);protein_Dcaf6_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	347335.4309999993
cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf7_pc	cplx_HETEROTETRAMER_Rbx1_Cul4b_Ddb1_Dcaf7	protein_Cul4b_pc;protein_Dcaf7_pc;protein_Ddb1_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul4b;Dcaf7;Ddb1;Rbx1	1;1;1;1			protein_Cul4b_pc(1);protein_Dcaf7_pc(1);protein_Ddb1_pc(1);protein_Rbx1_pc(1)	pc	288698.4009999993
cplx_HETEROTETRAMER_Rbx1_Cul5_Elob_Eloc_pc	cplx_HETEROTETRAMER_Rbx1_Cul5_Elob_Eloc	protein_Cul5_pc;protein_Elob_pc;protein_Eloc_pc;protein_Rbx1_pc	UBIQE2CONJT	Cul5;Elob;Eloc;Rbx1	1;1;1;1			protein_Cul5_pc(1);protein_Elob_pc(1);protein_Eloc_pc(1);protein_Rbx1_pc(1)	pc	128878.04699999999
cplx_MONOMER_Cyb561d2_pc	cplx_MONOMER_Cyb561d2	protein_Cyb561d2_pc	TMASCBOXt;TMASCBOXt2;TMASCBOXt3	Cyb561d2	1		ASSUMED MONOMER	protein_Cyb561d2_pc(1)	pc	24199.893999999982
cplx_COMPLEX_Cyb5r3_B5a_pc	cplx_COMPLEX_Cyb5r3_B5a	protein_Cyb5a_pc;protein_Cyb5r3_pc	CYTB5ASCBR;ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;FCYTOB5OXR;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L;AVITE1RCYTB5R	Cyb5a;Cyb5r3	2;1			protein_Cyb5a_pc(2);protein_Cyb5r3_pc(1)	pc	64591.90699999998
cplx_COMPLEX_Fads1_Cyb5a_pc	cplx_COMPLEX_Fads1_Cyb5a	protein_Cyb5a_pc;protein_Fads1_pc	CYTBFADSD5_20_8Z11Z14Z;CYTBFADSD5_20_8Z11Z14Z17Z	Cyb5a;Fads1	2;1			protein_Cyb5a_pc(2);protein_Fads1_pc(1)	pc	82794.84100000009
cplx_COMPLEX_Fads2_Cyb5a_pc	cplx_COMPLEX_Fads2_Cyb5a	protein_Cyb5a_pc;protein_Fads2_pc	CYTBFADSD6_18_9Z;CYTBFADSD6_18_9Z12Z;CYTBFADSD6_18_9Z12Z15Z;CYTBFADSD6_20_11Z14Z;CYTBFADSD6_20_11Z14Z17Z	Cyb5a;Fads2	2;1			protein_Cyb5a_pc(2);protein_Fads2_pc(1)	pc	82853.49800000011
cplx_COMPLEX_Hba_a1_Cyb5a_pc	cplx_COMPLEX_Hba_a1_Cyb5a	protein_Cyb5a_pc;protein_Hba_a1_pc	METHBCYTBR	Cyb5a;Hba_a1	2;1			protein_Cyb5a_pc(2);protein_Hba_a1_pc(1)	pc	45547.579999999936
cplx_COMPLEX_Hba_x_Cyb5a_pc	cplx_COMPLEX_Hba_x_Cyb5a	protein_Cyb5a_pc;protein_Hba_x_pc	METHBCYTBR	Cyb5a;Hba_x	2;1			protein_Cyb5a_pc(2);protein_Hba_x_pc(1)	pc	46696.304999999935
cplx_COMPLEX_Hbb_b1_Cyb5a_pc	cplx_COMPLEX_Hbb_b1_Cyb5a	protein_Cyb5a_pc;protein_Hbb_b1_pc	METHBCYTBR	Cyb5a;Hbb_b1	2;1			protein_Cyb5a_pc(2);protein_Hbb_b1_pc(1)	pc	46301.57399999994
cplx_COMPLEX_Hbb_b2_Cyb5a_pc	cplx_COMPLEX_Hbb_b2_Cyb5a	protein_Cyb5a_pc;protein_Hbb_b2_pc	METHBCYTBR	Cyb5a;Hbb_b2	2;1			protein_Cyb5a_pc(2);protein_Hbb_b2_pc(1)	pc	46340.64799999994
cplx_COMPLEX_Hbb_bh0_Cyb5a_pc	cplx_COMPLEX_Hbb_bh0_Cyb5a	protein_Cyb5a_pc;protein_Hbb_bh0_pc	METHBCYTBR	Cyb5a;Hbb_bh0	2;1			protein_Cyb5a_pc(2);protein_Hbb_bh0_pc(1)	pc	46847.40799999994
cplx_COMPLEX_Hbb_bh1_Cyb5a_pc	cplx_COMPLEX_Hbb_bh1_Cyb5a	protein_Cyb5a_pc;protein_Hbb_bh1_pc	METHBCYTBR	Cyb5a;Hbb_bh1	2;1			protein_Cyb5a_pc(2);protein_Hbb_bh1_pc(1)	pc	46957.61099999994
cplx_COMPLEX_Hbb_y_Cyb5a_pc	cplx_COMPLEX_Hbb_y_Cyb5a	protein_Cyb5a_pc;protein_Hbb_y_pc	METHBCYTBR	Cyb5a;Hbb_y	2;1			protein_Cyb5a_pc(2);protein_Hbb_y_pc(1)	pc	46598.99999999994
cplx_COMPLEX_Scd1_Cyb5a_pc	cplx_COMPLEX_Scd1_Cyb5a	protein_Cyb5a_pc;protein_Scd1_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5a;Scd1	2;1			protein_Cyb5a_pc(2);protein_Scd1_pc(1)	pc	71516.61600000001
cplx_COMPLEX_Scd2_Cyb5a_pc	cplx_COMPLEX_Scd2_Cyb5a	protein_Cyb5a_pc;protein_Scd2_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5a;Scd2	2;1			protein_Cyb5a_pc(2);protein_Scd2_pc(1)	pc	71387.27900000002
cplx_COMPLEX_Scd3_Cyb5a_pc	cplx_COMPLEX_Scd3_Cyb5a	protein_Cyb5a_pc;protein_Scd3_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5a;Scd3	2;1			protein_Cyb5a_pc(2);protein_Scd3_pc(1)	pc	71900.97800000003
cplx_COMPLEX_Scd4_Cyb5a_pc	cplx_COMPLEX_Scd4_Cyb5a	protein_Cyb5a_pc;protein_Scd4_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5a;Scd4	2;1			protein_Cyb5a_pc(2);protein_Scd4_pc(1)	pc	71512.427
cplx_COMPLEX_Cyb5r3_B5b_pc	cplx_COMPLEX_Cyb5r3_B5b	protein_Cyb5b_pc;protein_Cyb5r3_pc	CYTB5ASCBR;ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;FCYTOB5OXR;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L;AVITE1RCYTB5R	Cyb5b;Cyb5r3	2;1			protein_Cyb5b_pc(2);protein_Cyb5r3_pc(1)	pc	66743.901
cplx_COMPLEX_Fads1_Cyb5b_pc	cplx_COMPLEX_Fads1_Cyb5b	protein_Cyb5b_pc;protein_Fads1_pc	CYTBFADSD5_20_8Z11Z14Z;CYTBFADSD5_20_8Z11Z14Z17Z	Cyb5b;Fads1	2;1			protein_Cyb5b_pc(2);protein_Fads1_pc(1)	pc	84946.83500000011
cplx_COMPLEX_Fads2_Cyb5b_pc	cplx_COMPLEX_Fads2_Cyb5b	protein_Cyb5b_pc;protein_Fads2_pc	CYTBFADSD6_18_9Z;CYTBFADSD6_18_9Z12Z;CYTBFADSD6_18_9Z12Z15Z;CYTBFADSD6_20_11Z14Z;CYTBFADSD6_20_11Z14Z17Z	Cyb5b;Fads2	2;1			protein_Cyb5b_pc(2);protein_Fads2_pc(1)	pc	85005.49200000013
cplx_COMPLEX_Hba_a1_Cyb5b_pc	cplx_COMPLEX_Hba_a1_Cyb5b	protein_Cyb5b_pc;protein_Hba_a1_pc	METHBCYTBR	Cyb5b;Hba_a1	2;1			protein_Cyb5b_pc(2);protein_Hba_a1_pc(1)	pc	47699.57399999996
cplx_COMPLEX_Hba_x_Cyb5b_pc	cplx_COMPLEX_Hba_x_Cyb5b	protein_Cyb5b_pc;protein_Hba_x_pc	METHBCYTBR	Cyb5b;Hba_x	2;1			protein_Cyb5b_pc(2);protein_Hba_x_pc(1)	pc	48848.298999999955
cplx_COMPLEX_Hbb_b1_Cyb5b_pc	cplx_COMPLEX_Hbb_b1_Cyb5b	protein_Cyb5b_pc;protein_Hbb_b1_pc	METHBCYTBR	Cyb5b;Hbb_b1	2;1			protein_Cyb5b_pc(2);protein_Hbb_b1_pc(1)	pc	48453.56799999996
cplx_COMPLEX_Hbb_b2_Cyb5b_pc	cplx_COMPLEX_Hbb_b2_Cyb5b	protein_Cyb5b_pc;protein_Hbb_b2_pc	METHBCYTBR	Cyb5b;Hbb_b2	2;1			protein_Cyb5b_pc(2);protein_Hbb_b2_pc(1)	pc	48492.64199999996
cplx_COMPLEX_Hbb_bh0_Cyb5b_pc	cplx_COMPLEX_Hbb_bh0_Cyb5b	protein_Cyb5b_pc;protein_Hbb_bh0_pc	METHBCYTBR	Cyb5b;Hbb_bh0	2;1			protein_Cyb5b_pc(2);protein_Hbb_bh0_pc(1)	pc	48999.40199999996
cplx_COMPLEX_Hbb_bh1_Cyb5b_pc	cplx_COMPLEX_Hbb_bh1_Cyb5b	protein_Cyb5b_pc;protein_Hbb_bh1_pc	METHBCYTBR	Cyb5b;Hbb_bh1	2;1			protein_Cyb5b_pc(2);protein_Hbb_bh1_pc(1)	pc	49109.60499999996
cplx_COMPLEX_Hbb_y_Cyb5b_pc	cplx_COMPLEX_Hbb_y_Cyb5b	protein_Cyb5b_pc;protein_Hbb_y_pc	METHBCYTBR	Cyb5b;Hbb_y	2;1			protein_Cyb5b_pc(2);protein_Hbb_y_pc(1)	pc	48750.99399999996
cplx_COMPLEX_Scd1_Cyb5b_pc	cplx_COMPLEX_Scd1_Cyb5b	protein_Cyb5b_pc;protein_Scd1_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5b;Scd1	2;1			protein_Cyb5b_pc(2);protein_Scd1_pc(1)	pc	73668.61000000002
cplx_COMPLEX_Scd2_Cyb5b_pc	cplx_COMPLEX_Scd2_Cyb5b	protein_Cyb5b_pc;protein_Scd2_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5b;Scd2	2;1			protein_Cyb5b_pc(2);protein_Scd2_pc(1)	pc	73539.27300000004
cplx_COMPLEX_Scd3_Cyb5b_pc	cplx_COMPLEX_Scd3_Cyb5b	protein_Cyb5b_pc;protein_Scd3_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5b;Scd3	2;1			protein_Cyb5b_pc(2);protein_Scd3_pc(1)	pc	74052.97200000004
cplx_COMPLEX_Scd4_Cyb5b_pc	cplx_COMPLEX_Scd4_Cyb5b	protein_Cyb5b_pc;protein_Scd4_pc	CYTBFADSD9_16_0;CYTBFADSD9_18_0	Cyb5b;Scd4	2;1			protein_Cyb5b_pc(2);protein_Scd4_pc(1)	pc	73664.42100000002
cplx_MONOMER_Cyb5r3_pc	cplx_MONOMER_Cyb5r3	protein_Cyb5r3_pc	ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L	Cyb5r3	1			protein_Cyb5r3_pc(1)	pc	34130.37300000002
