reaction	genes	rho	pvalue	subsystem	category
CYTBFADSD9_18_0	CYB5A;CYB5B;SCD	0.4997995725108495	2.2798157251693e-117	Fatty acid desaturation (even-chain)	Lipid metabolism
DAGL1	DAGLA;DAGLB	0.4997995725108495	2.2798157251693e-117	Glycerolipid metabolism	Lipid metabolism
DAGL2	DAGLA;DAGLB	0.4997995725108495	2.2798157251693e-117	Glycerolipid metabolism	Lipid metabolism
TAGL	DAGLA;DAGLB	0.4997995725108495	2.2798157251693e-117	Glycerolipid metabolism	Lipid metabolism
NTPPDC	DCTPP1	0.4997995725108495	2.2798157251693e-117	Nucleotide metabolism	Nucleotide metabolism
GTHLEUKTRA4	GSTM4;MGST2	0.4997995725108495	2.2798157251693e-117	Leukotriene metabolism	Lipid metabolism
GTHLEUKTRA5	GSTM4;MGST2	0.4997995725108495	2.2798157251693e-117	Leukotriene metabolism	Lipid metabolism
LPALPLB	LYPLA2	0.4997995725108495	2.2798157251693e-117	Glycerolipid metabolism	Lipid metabolism
SPH1tex	MFSD2B	0.4997995725108495	2.2798157251693e-117	Transport, extracellular	Transport reactions
SPHS1tex	MFSD2B	0.4997995725108495	2.2798157251693e-117	Transport, extracellular	Transport reactions
PI35P3P	MTM1;MTMR1;MTMR12;MTMR2;SBF1	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PEPCK	PCK1	0.4997995725108495	2.2798157251693e-117	Pyruvate metabolism	Carbohydrate metabolism
CHLPCTD	PCYT1A;PCYT1B	0.4997995725108495	2.2798157251693e-117	Glycerophospholipid metabolism	Lipid metabolism
PI45P4P	PIP4P1	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PI4P5K	PIP5K1A;PIP5K1C	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PI5K	PIP5K1A;PIP5K1C	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PI45PLC	PLCB2;PLCB3;PLCG1	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PI4PLC	PLCB2;PLCB3;PLCG1	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
PIPLC	PLCB2;PLCB3;PLCG1	0.4997995725108495	2.2798157251693e-117	Inositol phosphate metabolism	Carbohydrate metabolism
CDPCHOLPP	SMPDL3B	0.4997995725108495	2.2798157251693e-117	Glycerolipid metabolism	Lipid metabolism
PROTCSAT_14_0	ZDHHC2;ZDHHC20;ZDHHC3;ZDHHC5	0.4997995725108495	2.2798157251693e-117	Protein modification	Other
PROTCSAT_16_0	ZDHHC2;ZDHHC20;ZDHHC3;ZDHHC5	0.4997995725108495	2.2798157251693e-117	Protein modification	Other
PROTCSAT_18_0	ZDHHC2;ZDHHC20;ZDHHC3;ZDHHC5	0.4997995725108495	2.2798157251693e-117	Protein modification	Other
HXDCAL2EDHx	ALDH3A2;ALDH3B1	0.499503525080499	3.2824738967501786e-117	Sphingolipid metabolism	Lipid metabolism
HXDCAL2EDHy	ALDH3A2;ALDH3B1	0.499503525080499	3.2824738967501786e-117	Sphingolipid metabolism	Lipid metabolism
HXDCALDHx	ALDH3A2;ALDH3B1	0.499503525080499	3.2824738967501786e-117	Sphingolipid metabolism	Lipid metabolism
HXDCALDHy	ALDH3A2;ALDH3B1	0.499503525080499	3.2824738967501786e-117	Sphingolipid metabolism	Lipid metabolism
PROTKF6PPP	MDP1	0.4990771493948706	5.545209004226746e-117	Protein modification	Other
ADSS	ADSS2	0.497797855014021	2.6620943031148373e-116	Purine metabolism	Nucleotide metabolism
PHETA1	GOT1;GOT2	0.495608928621198	3.8394412247089563e-115	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
FMNPH	ACP1	0.4955372284012153	4.188814546165459e-115	Riboflavin metabolism	Metabolism of cofactors and vitamins
ACNAM9PL2	NANS	0.4952022268112003	6.290583352705966e-115	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
GPDDA3	GDE1	0.4951466163114832	6.729574271277027e-115	Glycerophospholipid metabolism	Lipid metabolism
DAGOK	DGKA	0.4906142322394484	1.5762597219026136e-112	Glycerolipid metabolism	Lipid metabolism
ETHAt	SLC44A1;SLC44A2	0.4892615586947502	7.90593919842553e-112	Transport, extracellular	Transport reactions
6PTHPDH2	AKR1C3	0.4877798612611296	4.586455699638863e-111	Biopterin metabolism	Metabolism of cofactors and vitamins
PROTCSAE_14_0	ABHD17B;LYPLA1;LYPLA2;LYPLAL1	0.4877642716113475	4.67186888595297e-111	Protein modification	Other
PROTCSAE_16_0	ABHD17B;LYPLA1;LYPLA2;LYPLAL1	0.4877642716113475	4.67186888595297e-111	Protein modification	Other
PROTCSAE_18_0	ABHD17B;LYPLA1;LYPLA2;LYPLAL1	0.4877642716113475	4.67186888595297e-111	Protein modification	Other
2OBUT_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.4873604618439549	7.532060186501731e-111	Transport, extracellular	Transport reactions
GGCLUT2	CHAC2	0.4871718344970837	9.412605639710297e-111	Glutathione metabolism	Amino acid metabolism
PETHCT	PCYT2	0.4867485333892936	1.5513530121476906e-110	Glycerophospholipid metabolism	Lipid metabolism
CDIPT	CDIPT	0.4864521189870675	2.2003045902178202e-110	Glycerophospholipid metabolism	Lipid metabolism
PPM2	PGM2	0.4829956945528571	1.2626450220014702e-108	Pentose phosphate pathway	Carbohydrate metabolism
MAGL1	ABHD16A;PNPLA6	0.4828065215016942	1.5738392270990338e-108	Glycerolipid metabolism	Lipid metabolism
MAGL2	ABHD16A;PNPLA6	0.4828065215016942	1.5738392270990338e-108	Glycerolipid metabolism	Lipid metabolism
PDXPP	PDXP	0.4816901246054335	5.759491939867648e-108	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PYDAMPP	PDXP	0.4816901246054335	5.759491939867648e-108	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PYDXPP	PDXP	0.4816901246054335	5.759491939867648e-108	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
THMMPP	ACP1;ALPL	0.4790562685810649	1.2061235902911656e-106	Thiamine metabolism	Metabolism of cofactors and vitamins
ADA	ADA	0.4765290758795202	2.178139141875141e-105	Purine metabolism	Nucleotide metabolism
THIMPABCte	ABCC4;ABCC5	0.4759226729184883	4.345750460583603e-105	Transport, extracellular	Transport reactions
PI45P5P	FIG4;INPP5B;INPP5D;SYNJ1	0.4744718334463652	2.2559392179493208e-104	Inositol phosphate metabolism	Carbohydrate metabolism
LPAAT	AGPAT1;AGPAT3;AGPAT4;LPCAT1;MBOAT2	0.4743123965255773	2.7022132827453232e-104	Glycerolipid metabolism	Lipid metabolism
2HB_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.4738462224548296	4.578158958576256e-104	Transport, extracellular	Transport reactions
GPDDA2	GDE1;GPCPD1	0.4731330934244874	1.0239382664849564e-103	Glycerophospholipid metabolism	Lipid metabolism
1SGTH2OHE1ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
1SGTH2OHE2ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
2SGTH4OHE1ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
2SGTH4OHE2ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
4GTH56DHIABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
4SGTH2OHE1ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
4SGTH2OHE2ABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
56DHIGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
ADRNLGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
ARSSELDIGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
DOPAGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
DPAMGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
GTHNOABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
GTHOXABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
LADRNCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
LDPCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
LNRPPHRCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
NRPPHRGTHABCte	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
PGA1GTHABC	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
PGA2GTHABC	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
PGA3GTHABC	ABCC1;ABCC4;RALBP1	0.4672774962338704	7.073412944228295e-101	Transport, extracellular	Transport reactions
TMDPK	TPK1	0.4662721035764544	2.14587435945102e-100	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK2	TPK1	0.4662721035764544	2.14587435945102e-100	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK3	TPK1	0.4662721035764544	2.14587435945102e-100	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK4	TPK1	0.4662721035764544	2.14587435945102e-100	Thiamine metabolism	Metabolism of cofactors and vitamins
PGD2Ry	AKR1C3	0.4623072025311432	1.647039558779985e-98	Prostaglandin biosynthesis	Lipid metabolism
PRPPPP	NUDT4	0.4621778877266926	1.895695359923221e-98	Starch and sucrose metabolism	Carbohydrate metabolism
ALDD2y	ALDH3A1;ALDH3B1	0.4614810252476233	4.0400438824853705e-98	Pyruvate metabolism	Carbohydrate metabolism
LTA4H	LTA4H	0.4604751610408542	1.2005395248640812e-97	Leukotriene metabolism	Lipid metabolism
LTA5H	LTA4H	0.4604751610408542	1.2005395248640812e-97	Leukotriene metabolism	Lipid metabolism
PSERT	PSAT1	0.4586072361659219	8.985550326478261e-97	Glycine, serine and threonine metabolism	Amino acid metabolism
UNK3	GOT1	0.4580246996866643	1.6790154966717051e-96	Cysteine and methionine metabolism	Amino acid metabolism
HTSULGTHST	TSTD1	0.4573806773548627	3.3466444501949353e-96	Sulfur metabolism	Reactive species
GPDDA1	GPCPD1	0.4549151872664517	4.628738662604993e-95	Glycerophospholipid metabolism	Lipid metabolism
XPPT	HPRT1	0.454504709258812	7.153092079805572e-95	Purine metabolism	Nucleotide metabolism
GALOR	AKR1A1;AKR1B1	0.4511104741983577	2.5568804698683947e-93	Galactose metabolism	Carbohydrate metabolism
LPSAT	AGPAT3;LPCAT3	0.4504247425657118	5.240512626796408e-93	Glycerophospholipid metabolism	Lipid metabolism
FACOAE_12_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_13_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_14_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_14_5Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_14_7Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_14_9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_15_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_16_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_16_7Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_16_9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_17_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_17_10Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_17_9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_11Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_13Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z12Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z12Z15Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_7Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9E	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z12Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z12Z15Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_19_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_0	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z14Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z14Z17Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_13Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z14Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z14Z17Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z14Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z14Z17Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_9Z	ACOT7;MBLAC2	0.44893994583594	2.4647333063456848e-92	Acyl-CoA hydrolysis	Lipid metabolism
DGSHAMID	NIT1	0.446580366112515	2.8410412370533347e-91	Glutathione metabolism	Amino acid metabolism
DOPHAMID	NIT1	0.446580366112515	2.8410412370533347e-91	Glutathione metabolism	Amino acid metabolism
5FLURAt	SLC29A1	0.4437054437912392	5.442509298227203e-90	Transport, extracellular	Transport reactions
NTDDTMP	HDDC2;NT5C;NT5C3A	0.4409709138813942	8.792369656779779e-89	Pyrimidine metabolism	Nucleotide metabolism
GUAPRT	HPRT1	0.4400925010985675	2.137507715017258e-88	Purine metabolism	Nucleotide metabolism
HXPRT	HPRT1	0.4389474195509329	6.778427158700919e-88	Purine metabolism	Nucleotide metabolism
LLACPHEHYD	CNDP2	0.4380876576858661	1.607674803384499e-87	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
METSOXTRD	MSRA	0.4372433789916953	3.745086845627073e-87	Protein modification	Other
PROTMSOXTRD	MSRA	0.4372433789916953	3.745086845627073e-87	Cysteine and methionine metabolism	Amino acid metabolism
PAFS	LPCAT1;LPCAT3	0.4364735480530525	8.080438837040838e-87	Glycerophospholipid metabolism	Lipid metabolism
2HB_BUTtex	BSG;EMB;SLC16A1;SLC16A7	0.4364247141738773	8.483816899974443e-87	Transport, extracellular	Transport reactions
2HB_PPAtex	BSG;EMB;SLC16A1;SLC16A7	0.4364247141738773	8.483816899974443e-87	Transport, extracellular	Transport reactions
2HBt2	BSG;EMB;SLC16A1;SLC16A7	0.4364247141738773	8.483816899974443e-87	Transport, extracellular	Transport reactions
2OBUT_2HBtex	BSG;EMB;SLC16A1;SLC16A7	0.4364247141738773	8.483816899974443e-87	Transport, extracellular	Transport reactions
PYR_2HBtex	BSG;EMB;SLC16A1;SLC16A7	0.4364247141738773	8.483816899974443e-87	Transport, extracellular	Transport reactions
5MTAtec	SLC29A1	0.435443052998219	2.254977974182478e-86	Transport, extracellular	Transport reactions
GALK	GALK1;GALK2	0.434842436023806	4.094578818887289e-86	Galactose metabolism	Carbohydrate metabolism
PI4PP	SACM1L;SYNJ1	0.4333119408377754	1.862114763031829e-85	Inositol phosphate metabolism	Carbohydrate metabolism
MTHFD	MTHFD1	0.4327485401354917	3.2456501548054e-85	Folate metabolism	Metabolism of cofactors and vitamins
DTMPCYTDPT	NT5C3A	0.4314215337065893	1.1962816724805035e-84	Nucleotide metabolism	Nucleotide metabolism
DTMPURIPT	NT5C3A	0.4314215337065893	1.1962816724805035e-84	Nucleotide metabolism	Nucleotide metabolism
DUMPCYTDPT	NT5C3A	0.4314215337065893	1.1962816724805035e-84	Pyrimidine metabolism	Nucleotide metabolism
DUMPURIPT	NT5C3A	0.4314215337065893	1.1962816724805035e-84	Pyrimidine metabolism	Nucleotide metabolism
NTDCMP	NT5C3A	0.426527444661012	1.3979601171311203e-82	Pyrimidine metabolism	Nucleotide metabolism
NTDUMP	NT5C3A	0.426527444661012	1.3979601171311203e-82	Pyrimidine metabolism	Nucleotide metabolism
2HB_5OXPROtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
2HB_ACtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
2HB_DLACtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
2OBUT_5OXPROtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
2OBUT_ACtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
2OBUT_DLACtex	BSG;EMB;SLC16A1;SLC16A7	0.4259934853707575	2.3389758158095947e-82	Transport, extracellular	Transport reactions
LPCOAT	LPCAT1;LPCAT3	0.425512849185576	3.7144107020799827e-82	Ether lipid metabolism	Lipid metabolism
LPCPAT	LPCAT1;LPCAT3	0.425512849185576	3.7144107020799827e-82	Ether lipid metabolism	Lipid metabolism
LLAC_2HBtex	BSG;EMB;SLC16A1;SLC16A7	0.4212724701490342	2.1278519624847504e-80	Transport, extracellular	Transport reactions
GLXO1	LDHA;LDHB	0.420901811442009	3.022881158611565e-80	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ACYP	ACYP1;ACYP2	0.4184713719212387	2.988926859469257e-79	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
E14BPP	ACYP1;ACYP2	0.4184713719212387	2.988926859469257e-79	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
GGLUCT2ABUT	GGCT	0.4173982681992543	8.170985335437616e-79	Cysteine and methionine metabolism	Amino acid metabolism
GGLUCTC	GGCT	0.4173982681992543	8.170985335437616e-79	Glutathione metabolism	Amino acid metabolism
DTMPNH	DNPH1	0.417238511841808	9.487686546982959e-79	Nucleotide metabolism	Nucleotide metabolism
DUMPNH	DNPH1	0.417238511841808	9.487686546982959e-79	Nucleotide metabolism	Nucleotide metabolism
LPCLPLB	LYPLA1;LYPLA2;PLA2G4B;PNPLA6	0.4170031098413639	1.182241077135435e-78	Glycerophospholipid metabolism	Lipid metabolism
LPSLPLB	LYPLA1;LYPLA2	0.4085073876819544	2.953269056264523e-75	Glycerophospholipid metabolism	Lipid metabolism
BPNT	BPNT1	0.4083223958284828	3.492982821592619e-75	Purine metabolism	Nucleotide metabolism
LPCSCRt	ANO6;PLSCR1;PLSCR4	0.4071680087867594	9.93179704231145e-75	Transport, extracellular	Transport reactions
FBA	ALDOA;ALDOB;ALDOC	0.4018823702569699	1.1279060293670592e-72	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
FMNAT	FLAD1	0.4005933045369045	3.530909275842602e-72	Riboflavin metabolism	Metabolism of cofactors and vitamins
GLYCLTDx	LDHA;LDHB	0.3978411048361794	3.969372423986965e-71	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
EMCD	ECHDC1	0.3977430054580583	4.325083801188659e-71	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
MMCD	ECHDC1	0.3977430054580583	4.325083801188659e-71	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
NTPA	ABCE1;ACTA1;ACTB;ACTC1;ACTG1;ACTG2;CDC37;CFTR;DERL1;FAF1;FAF2;HSP90AA1;HSP90AB1;HSPA8;NPLOC4;NSF;NSFL1C;PLAA;RUVBL1;RUVBL2;UBXN1;UBXN6;UBXN7;UFD1;VCP;VCPIP1;VPS4A;VPS4B	0.3962271720343732	1.6230618268766727e-70	Nucleotide metabolism	Nucleotide metabolism
NMNAT	NMNAT3	0.3904635022492961	2.327718675013792e-68	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NMNHAT	NMNAT3	0.3904635022492961	2.327718675013792e-68	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
SRDX1GTHRD	PRDX1;PRDX2;PRDX4;SRXN1	0.3878649839052791	2.114644986453424e-67	Reactive species formation and detoxification	Reactive species
5OXPRO_BUTtex	BSG;EMB;SLC16A1;SLC16A7	0.3868025470859998	5.182870975021744e-67	Transport, extracellular	Transport reactions
5OXPRO_PPAtex	BSG;EMB;SLC16A1;SLC16A7	0.3868025470859998	5.182870975021744e-67	Transport, extracellular	Transport reactions
5OXPROt2	BSG;EMB;SLC16A1;SLC16A7	0.3868025470859998	5.182870975021744e-67	Transport, extracellular	Transport reactions
LLAC_5OXPROtex	BSG;EMB;SLC16A1;SLC16A7	0.3868025470859998	5.182870975021744e-67	Transport, extracellular	Transport reactions
PYR_5OXPROtex	BSG;EMB;SLC16A1;SLC16A7	0.3868025470859998	5.182870975021744e-67	Transport, extracellular	Transport reactions
SPHGANK	SPHK1	0.3864316335902113	7.081975948276012e-67	Sphingolipid metabolism	Lipid metabolism
SPHGNSK	SPHK1	0.3864316335902113	7.081975948276012e-67	Sphingolipid metabolism	Lipid metabolism
PPNCL3	PPCS	0.3864139219683402	7.188270238843772e-67	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
PROTKDAC	ABHD14B	0.382532228468354	1.840770790401709e-65	Protein modification	Other
PGE2S	PTGES3	0.3812822899361431	5.181609097618811e-65	Prostaglandin biosynthesis	Lipid metabolism
NAMNPP	NAPRT	0.3808388300935086	7.472345261080391e-65	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NTDDUMP	NT5C;NT5C3A	0.3797645398925068	1.8096639682663964e-64	Pyrimidine metabolism	Nucleotide metabolism
NTPPI	ITPA	0.3769627647632206	1.7892509413310046e-63	Nucleotide metabolism	Nucleotide metabolism
RBVNTPP	ITPA	0.3769627647632206	1.7892509413310046e-63	Ribavirin metabolism	Other
PI5P4KA	PIP4K2A;PIP4K2B;PIP4K2C	0.3744913765050787	1.3253048016150137e-62	Inositol phosphate metabolism	Carbohydrate metabolism
PI5P4KG	PIP4K2A;PIP4K2B;PIP4K2C	0.3744913765050787	1.3253048016150137e-62	Inositol phosphate metabolism	Carbohydrate metabolism
2IMPPADA	RIDA	0.3731900771215545	3.7773948144375086e-62	Glycine, serine and threonine metabolism	Amino acid metabolism
MI3PP	IMPA1;IMPA2	0.3717182213792712	1.2279436626805961e-61	Inositol phosphate metabolism	Carbohydrate metabolism
FAt_hs_20_8Z11Z14Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3679917531798427	2.363659255504516e-60	Transport, extracellular	Transport reactions
PUNP7	PNP	0.3641407275004857	4.821721789228838e-59	Purine metabolism	Nucleotide metabolism
HEMEGTHOHDEG	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.364139010528446	4.828164353419738e-59	Porphyrin metabolism	Metabolism of cofactors and vitamins
2ABUTGLYDP	CNDP2;LAP3;NPEPPS	0.3639931686797331	5.407870869225452e-59	Cysteine and methionine metabolism	Amino acid metabolism
AMPTASECG	CNDP2;LAP3;NPEPPS	0.3639931686797331	5.407870869225452e-59	Glutathione metabolism	Amino acid metabolism
UPPG3S	UROS	0.3614848873889378	3.7667163516236164e-58	Porphyrin metabolism	Metabolism of cofactors and vitamins
ALDD2x	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1	0.3603949714113889	8.707499152518732e-58	Pyruvate metabolism	Carbohydrate metabolism
METHBONOOD1	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.3603115242885699	9.283218123397014e-58	Hemoglobin binding and degradation	Reactive species
OXYHBNO2OX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.3603115242885699	9.283218123397014e-58	Hemoglobin binding and degradation	Reactive species
DPCOAK	COASY	0.3599518329068214	1.2230802836910798e-57	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
PTPAT	COASY	0.3599518329068214	1.2230802836910798e-57	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
