Variables		Flux and Age	Flux and Age	Flux and BMI	Flux and BMI	Flux and Weight	Flux and Weight	Flux and Height	Flux and Height	Flux and Hemolysis.volume	Flux and Hemolysis.volume	Flux and Hemolysis.hct	Flux and Hemolysis.hct	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_pct_hemol	Flux and Hemolysis.pink_pct_hemol	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and CBC.WBC	Flux and CBC.WBC	Flux and CBC.RBC	Flux and CBC.RBC	Flux and CBC.HGB	Flux and CBC.HGB	Flux and CBC.HCT	Flux and CBC.HCT	Flux and CBC.MCV	Flux and CBC.MCV	Flux and CBC.RDW	Flux and CBC.RDW	Flux and CBC.PLT	Flux and CBC.PLT	Flux and Ferritin	Flux and Ferritin	subsystem	category
3M4HDXPACy	ALDH3A1;ALDH3B1	0.0700617236290484	0.0025824878247835	-0.0849905695674327	0.000254435444995	-0.1144749096551699	8.056761714269239e-07	-0.1068787564141322	4.132013085823704e-06	0.0349295717363456	0.1333536461423382	0.3999214823730457	6.38729877858392e-72	0.3098440126075784	2.0769665374916392e-42	-0.1172039100611356	4.457363834498927e-07	0.0046882287681011	0.8403826431163234	-0.1558361883233881	1.630293037563914e-11	-0.0903645754858179	0.000112740224704	-0.1283154109431863	3.916105929382697e-08	-0.128467836468474	3.7726753115119436e-08	-0.0933174375030941	5.960915492978592e-05	-0.0602584289240986	0.0095693710503324	-0.0149941368163108	0.5820173598347442	0.0231797750767164	0.3240551736412866	-0.0936705188681784	6.514366761496164e-05	-0.0540106592434256	0.0214938388173265	-0.0541354707668631	0.0211936693071969	0.0797203689715011	0.0006823625650249	-0.1059674613356815	6.17230486978704e-06	0.1597473700463061	7.95624557195176e-12	-0.0114792930480293	0.6221839721321573	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHXMANDACOXx	ALDH3A1;ALDH3B1	0.0702890009299725	0.0025003019243933	-0.0843986605761789	0.0002810283245909	-0.1138921666422364	9.167952569211798e-07	-0.1064527661381616	4.5144838857264735e-06	0.0339977372607015	0.1440316989523945	0.3990379749144142	1.389820385517853e-71	0.3087040235533701	4.281203384584397e-42	-0.1163215816807581	5.441755824477818e-07	0.0047205308483587	0.8392978031050564	-0.1552711381208662	1.9319385518496558e-11	-0.0896338113434356	0.0001281201641427	-0.1276083699616665	4.653476451052035e-08	-0.1288500155577431	3.435071672670241e-08	-0.0925257967341307	6.887172705250621e-05	-0.0600434018581402	0.009830046943373	-0.0149809680272888	0.5823489403358637	0.0229721596613171	0.3284089131493675	-0.0934777703800136	6.744997726927267e-05	-0.0545560272905419	0.0202089370096862	-0.0545399047026348	0.0202459396307681	0.0785934502840279	0.0008127793647898	-0.1049254231883085	7.616150372023069e-06	0.1590815347476622	9.728883538013718e-12	-0.0124754469621394	0.5922894148716309	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHXMANDACOXy	ALDH3A1;ALDH3B1	0.0695284209501745	0.0027851143955295	-0.0854833555073882	0.0002341140329097	-0.1146656672548056	7.722058752607047e-07	-0.106125043037006	4.831556068801878e-06	0.0340958767767961	0.142877151410704	0.3977932029834527	4.139268909587889e-71	0.307071415298058	1.1995859992154274e-41	-0.117168720676996	4.493103019462229e-07	0.0049198829484015	0.8326095449638227	-0.1549418052493775	2.132259051120645e-11	-0.0899279190226231	0.0001217067175973	-0.127312865100095	5.0000197751354896e-08	-0.1290495693874433	3.270622106493068e-08	-0.0934966345265458	5.768269555293565e-05	-0.0601349349601643	0.0097183188495978	-0.0138310474219069	0.611636622100693	0.0221585411675188	0.345834059325402	-0.0931764302993972	7.121092276664576e-05	-0.0544729786077703	0.0204001725193922	-0.0547582121309931	0.0197498887592349	0.0779985521647813	0.000890604097219	-0.1048129283701878	7.7900434988761e-06	0.1581472837433132	1.2882798581043604e-11	-0.0118171774579274	0.6119707129882384	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DHEASte	SLCO1A2;SLCO2B1	0.1454261724989014	3.3679009063233643e-10	-0.0404233209531011	0.0823400567000054	-0.0888482277730378	0.000131079484201	-0.1107025576588125	1.8388679456009336e-06	0.0051027782642603	0.8264840303956626	0.3867247500959458	5.5337925236469625e-67	0.2961513464677597	9.987232235902671e-39	-0.0247571905625313	0.2878503073239881	-0.0248881195762424	0.2849158518017938	-0.1513537143593378	6.161955831943215e-11	-0.034560484735235	0.1404187658083596	-0.1467970486310245	3.09147107204629e-10	-0.1231153260492872	1.3629374216089365e-07	-0.004439388149473	0.8488712696280842	-0.0572873208473378	0.0137762572916441	-0.0756683226279759	0.0054084173602671	0.0299358307847471	0.2027689163301949	-0.0275568827750648	0.241019101738916	-0.0681210247634029	0.0037183451005369	-0.0394444779427058	0.0932395703739458	0.023157434130402	0.3245218563033504	-0.0049093248303366	0.8345768971490632	0.1604715411944214	6.3867553954898594e-12	-0.0939562933337065	5.300696548320714e-05	Transport, extracellular	Transport reactions
OROTGLUex	SLC22A7	0.1432316368824685	6.208518151234168e-10	-0.0815766968407342	0.0004475538966918	-0.0840485276056784	0.0002979614254698	-0.0340209709320639	0.1437577262974059	0.0404023455077355	0.0824993544803203	0.3979421581110776	3.633403922339724e-71	0.3189530869624797	5.71576099405983e-45	-0.0677984446370072	0.0035733642627473	-0.0442159397934087	0.0573787414870669	-0.0560710283837444	0.0159233441814153	-0.068055343443203	0.0036665219661988	-0.0638381716318899	0.0064284577388074	-0.1057448603213666	6.124242127041643e-06	-0.0355063006846197	0.1273674626574631	0.043803054313136	0.0597476183961513	-0.0728239373591648	0.0074329334259359	0.0601947859592472	0.0103800995650131	0.0119867436495537	0.6101123834743818	0.0184719450695957	0.4319666860219597	0.0485128200173114	0.0389357981737399	0.0430764777207445	0.0667657617269501	-0.0542714299682505	0.0208708481424732	0.1500586994712204	1.3662362648187836e-10	-0.0632841035190526	0.00654489365067	Transport, extracellular	Transport reactions
34DHOXMANDMT	COMT	0.0695284209501745	0.0027851143955295	-0.0854833555073882	0.0002341140329097	-0.1146656672548056	7.722058752607047e-07	-0.106125043037006	4.831556068801878e-06	0.0340958767767961	0.142877151410704	0.3977932029834527	4.139268909587889e-71	0.307071415298058	1.1995859992154274e-41	-0.117168720676996	4.493103019462229e-07	0.0049198829484015	0.8326095449638227	-0.1549418052493775	2.132259051120645e-11	-0.0899279190226231	0.0001217067175973	-0.127312865100095	5.0000197751354896e-08	-0.1290495693874433	3.270622106493068e-08	-0.0934966345265458	5.768269555293565e-05	-0.0601349349601643	0.0097183188495978	-0.0138310474219069	0.611636622100693	0.0221585411675188	0.345834059325402	-0.0931764302993972	7.121092276664576e-05	-0.0544729786077703	0.0204001725193922	-0.0547582121309931	0.0197498887592349	0.0779985521647813	0.000890604097219	-0.1048129283701878	7.7900434988761e-06	0.1581472837433132	1.2882798581043604e-11	-0.0118171774579274	0.6119707129882384	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHPHAMT	COMT	0.0700617236290484	0.0025824878247835	-0.0849905695674327	0.000254435444995	-0.1144749096551699	8.056761714269239e-07	-0.1068787564141322	4.132013085823704e-06	0.0349295717363456	0.1333536461423382	0.3999214823730457	6.38729877858392e-72	0.3098440126075784	2.0769665374916392e-42	-0.1172039100611356	4.457363834498927e-07	0.0046882287681011	0.8403826431163234	-0.1558361883233881	1.630293037563914e-11	-0.0903645754858179	0.000112740224704	-0.1283154109431863	3.916105929382697e-08	-0.128467836468474	3.7726753115119436e-08	-0.0933174375030941	5.960915492978592e-05	-0.0602584289240986	0.0095693710503324	-0.0149941368163108	0.5820173598347442	0.0231797750767164	0.3240551736412866	-0.0936705188681784	6.514366761496164e-05	-0.0540106592434256	0.0214938388173265	-0.0541354707668631	0.0211936693071969	0.0797203689715011	0.0006823625650249	-0.1059674613356815	6.17230486978704e-06	0.1597473700463061	7.95624557195176e-12	-0.0114792930480293	0.6221839721321573	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
CITt	ANKH	0.0329021345641052	0.1574103800982689	-0.0742859160530123	0.0013949891581386	-0.0900950762059402	0.0001051849759969	-0.0478896362094644	0.0395435460028834	0.0563218043460495	0.0154580233309418	0.3802871496048558	1.1773492929600606e-64	0.2435856747724815	2.2876529193702326e-26	-0.1083598502477802	3.0858963766663366e-06	-0.0842545622449599	0.0002878850758822	-0.0337193690529099	0.1473454105587356	-0.0515829908155228	0.027724413665498	-0.0568587535742246	0.0152393356618994	-0.0967142387207626	3.565597297694244e-05	-0.0852529781750426	0.0002462730593451	0.0460686818369733	0.0476890469612623	0.0152755831016863	0.5749519051521017	0.0771339268362346	0.0010160791998508	-0.015403919045098	0.5122783818789947	-0.0398531451435707	0.089894295238993	-0.032938688442856	0.1610546183707457	0.0050460913888952	0.8300377857075938	-0.0183235956765288	0.4356743056202481	0.1082067650872436	3.9029725327289104e-06	-0.0301029246099019	0.1962043111655428	Transport, extracellular	Transport reactions
GLCM	GALM	0.096246623257784	3.408382420048361e-05	-0.1276968723080275	3.622531654035665e-08	-0.189887733113222	1.8342213147968348e-16	-0.1707419999774623	1.4763013165463326e-13	0.0711603131439537	0.0022068979766472	0.3917545086214739	7.719723060420291e-69	0.259714244748625	7.207950226209389e-30	-0.1295461007522937	2.3474028303469854e-08	-0.0805251125042159	0.0005303715156447	-0.1463361489910761	2.606356983703182e-10	-0.1108045791668757	2.139948037778984e-06	-0.1516494743658968	7.791371804945071e-11	-0.1311032621966291	1.9655989773125376e-08	-0.1085933704172639	2.9376549767082424e-06	-0.0565907674314639	0.0149722861418741	-0.0593171640509305	0.0293055276143378	0.0637104455185206	0.0066700212122238	-0.1045047320912237	8.286092168257012e-06	-0.1329472867918723	1.3424376885181542e-08	-0.1129367393756857	1.4387949274228177e-06	0.0424070051679719	0.0711168929536514	-0.014278506709938	0.5435767260965063	0.2116797761307765	8.400818348453262e-20	-0.130661031812091	1.7740688290506413e-08	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
LALD_Ly	AKR1B1	0.1603005921266231	4.170909636613704e-12	-0.1194683613294802	2.5947191569003644e-07	-0.1230336762736779	1.122986556156208e-07	-0.0605975564069973	0.0091707526162514	0.0285583608971845	0.2197861347495985	0.4122381902019601	9.780818583963416e-77	0.3508169871916809	1.1953217283051828e-54	-0.118987534352778	2.964632271092737e-07	-0.0090553422254673	0.6972620970348489	-0.049530792260262	0.0332448134881396	-0.0909905158397805	0.0001009670810781	-0.0277094300295323	0.2372595126866229	-0.1819706941523491	5.062206153073521e-15	-0.0945675405179534	4.734303868700382e-05	0.0432735239237051	0.0629038060982883	-0.054039230466819	0.0471289563196089	-0.0008872812576566	0.9698922949103268	-0.0438593275833993	0.0619580421284651	0.0196906934922883	0.4022058191921891	0.0087966014886798	0.7082562684550393	0.0942860889085698	5.826743066553299e-05	-0.0819772641749599	0.0004775421258688	0.1073361930738092	4.66925610162146e-06	-0.0020547779484232	0.9297176324395392	Pyruvate metabolism	Carbohydrate metabolism
ADNt	SLC29A1	0.0632773893521974	0.0065069315613573	-0.1369883848895867	3.363052387359988e-09	-0.140658267426105	1.2570511266972399e-09	-0.0665300885832753	0.0042196702523729	0.0376503078037634	0.1056617526068437	0.3629099533264204	1.2530814749638058e-58	0.2438112921989713	2.051785477334524e-26	-0.1142443705057701	8.655236299762598e-07	-0.0577094463606521	0.0130931900501894	-0.0523534535366883	0.0244102279347717	-0.0382649463267843	0.102602955156052	-0.0665048188539514	0.0045231518735662	-0.1525972491918242	5.921435586674781e-11	-0.1031018661120582	9.104751673165332e-06	0.0097884859859207	0.6741082356859258	-0.0689268756759053	0.0113025699106756	0.0122013789419569	0.6037298851643175	-0.0902985761021834	0.0001185982289413	-0.0014401197812696	0.9511520170684435	-0.0293221532196115	0.2121847538902003	0.1169212357534722	6.014622899616059e-07	-0.1047083389696174	7.955113761866232e-06	0.1243444742595707	1.0961801474097785e-07	0.0055326214514406	0.8122797690067245	Transport, extracellular	Transport reactions
NMNN	CD38	0.1202116156792966	2.183333187873568e-07	-0.0834116597773319	0.0003312343427127	-0.086702042160733	0.0001902021975335	-0.0387134036746756	0.096167644862296	0.0055838582640252	0.8104229587705397	0.4091868387551737	1.5928674979729612e-75	0.3504815857315592	1.532506996086731e-54	-0.0905946653539145	9.749921699860266e-05	0.0099435724141693	0.6692487301094807	-0.0784643744811541	0.0007355350153769	-0.0904187196350216	0.0001116728328593	-0.0793973657111842	0.000695959678684	-0.1078837444680733	3.9489163186503685e-06	-0.0622896351109647	0.0074430786641376	0.0171048109967851	0.4624222103573151	-0.0448861831811512	0.0992446035841008	0.0354294476497863	0.1316623386701273	0.0086076332514917	0.7142455608182208	0.029949059377181	0.2025693498479654	0.0461889224351631	0.0493166696582117	0.0650225583731666	0.005625034475767	-0.0846357150587048	0.0003100855707569	0.109589882330681	2.9274178913570336e-06	-0.0176586439144859	0.4484240646492837	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
ADEt	SLC29A1;SLC43A3	0.044499864452347	0.0557954665899843	-0.1563829361836556	1.3825115864641033e-11	-0.1599940538712081	4.585882721033845e-12	-0.0694569577268191	0.0028133422132463	0.0493684628785401	0.0338270053994569	0.3759631164272415	4.030351557033739e-63	0.2429679955509398	3.0797969761564096e-26	-0.1374711925789155	3.047267562505839e-09	-0.0606494234471873	0.0091111104557346	-0.0663245069652277	0.0043391230317901	-0.0518285029281975	0.0269905353285502	-0.074662214267052	0.0014309371968602	-0.1746073593457159	6.206660838426779e-14	-0.1248777379915098	7.391978048812003e-08	-0.0012306928319732	0.95783572436146	-0.0503938243417697	0.064162601952577	0.0126589007372773	0.5902259235046692	-0.0761336801378363	0.0011815408138706	3.5252490821236255e-05	0.9988035101768166	-0.0288964065340151	0.2188999889195896	0.0940920858554977	6.035673319544798e-05	-0.1051497863232358	7.280342795863359e-06	0.1257160913441036	7.915156845169939e-08	0.0162280282866324	0.4860384566540773	Transport, extracellular	Transport reactions
5FTHF_THMMPtex	SLC19A1	0.1436478216963332	5.532502777347766e-10	-0.0976358803855743	2.617572624164636e-05	-0.1008715425661809	1.3962250556925264e-05	-0.0492680531613319	0.0341914663785298	0.0292571972787729	0.2087039067634923	0.4383490223162138	1.2367810763156338e-87	0.3839355034186543	5.728673343149039e-66	-0.0859830733474094	0.000217632844003	-0.0246255553516403	0.290029609956462	0.0083193249864058	0.7207935535650254	-0.0907806685020383	0.0001047783839702	0.0045756140530383	0.8452967083304382	-0.1391129470405157	2.502046985196314e-09	-0.0617877894388006	0.0079370125093286	0.1002118279378458	1.5895662224064443e-05	-0.1218329903753332	7.155327673003686e-06	0.039900608288439	0.0895121075428007	-0.0905392227681672	0.0001137096430786	0.0292026138339176	0.2140550329814188	0.0135864181129457	0.5632852495604994	0.1706630525715411	2.604336622795584e-13	-0.1427029439754088	1.050247902875906e-09	0.1136934361379891	1.221879925573568e-06	-0.0239924531133859	0.303005882686228	Transport, extracellular	Transport reactions
5MTHF_THMMPtex	SLC19A1	0.1436478216963332	5.532502777347766e-10	-0.0976358803855743	2.617572624164636e-05	-0.1008715425661809	1.3962250556925264e-05	-0.0492680531613319	0.0341914663785298	0.0292571972787729	0.2087039067634923	0.4383490223162138	1.2367810763156338e-87	0.3839355034186543	5.728673343149039e-66	-0.0859830733474094	0.000217632844003	-0.0246255553516403	0.290029609956462	0.0083193249864058	0.7207935535650254	-0.0907806685020383	0.0001047783839702	0.0045756140530383	0.8452967083304382	-0.1391129470405157	2.502046985196314e-09	-0.0617877894388006	0.0079370125093286	0.1002118279378458	1.5895662224064443e-05	-0.1218329903753332	7.155327673003686e-06	0.039900608288439	0.0895121075428007	-0.0905392227681672	0.0001137096430786	0.0292026138339176	0.2140550329814188	0.0135864181129457	0.5632852495604994	0.1706630525715411	2.604336622795584e-13	-0.1427029439754088	1.050247902875906e-09	0.1136934361379891	1.221879925573568e-06	-0.0239924531133859	0.303005882686228	Transport, extracellular	Transport reactions
2DINSt	SLC29A1	-0.0161684477886009	0.4872869930339847	-0.1728699483256039	7.277175743211335e-14	-0.1619724878255418	2.47830852812154e-12	-0.0239530706601379	0.3034071207939584	0.0711493835529822	0.0022103743185129	0.3781234743716156	6.944189986584485e-64	0.271215146184792	1.6066479131612382e-32	-0.1925596690242309	7.200108561467985e-17	-0.0097756609295097	0.674510710597158	-0.0426768500984918	0.0666239311416801	-0.0971267265324382	3.300452249529954e-05	-0.0283595150893101	0.2264313078633763	-0.2832061399072084	6.221065534230852e-35	-0.1803552293812808	5.9161157332750905e-15	0.0210510248344542	0.3657636373039945	0.0071404758914246	0.7932303536241251	-0.0234684446443219	0.318064425480566	-0.1170772730877705	5.809231952272026e-07	0.0093241673125683	0.691631408312436	-0.0596161938519089	0.0111416511927815	0.1088473945281072	3.417640569361233e-06	-0.1121564045074465	1.70103362593199e-06	0.0906519888469409	0.0001114847991896	0.0211424552430637	0.3640749780695299	Transport, extracellular	Transport reactions
THF_THMMPtex	SLC19A1	0.1407325993817867	1.231915484833268e-09	-0.101093065613194	1.3364891336357077e-05	-0.1017698669592129	1.168706573300886e-05	-0.0460863956630558	0.047603489238278	0.0300070326763894	0.1972691495615109	0.4349438295809688	3.702638702074814e-86	0.3823833365247822	2.082776773031521e-65	-0.0906953010311658	9.576488463161156e-05	-0.0249789984154271	0.2831601581231283	0.0160411310955024	0.4907226847477463	-0.0924396201889872	7.800623831629928e-05	0.0127210650280576	0.5874758598567573	-0.1398271663654517	2.0698058150455334e-09	-0.0667469790750357	0.0041272336881172	0.1063887336757989	4.574826379835598e-06	-0.1199621956268997	9.889369347418236e-06	0.0399236447316976	0.0893270829148843	-0.093580289605408	6.621385323859528e-05	0.0339434095930656	0.1486522540706512	0.015659237342069	0.5053108129591184	0.1763912059410693	3.946663146750753e-14	-0.1478685774545489	2.5345554828690264e-10	0.109592027453718	2.926104466406501e-06	-0.0181189432745317	0.4366823517793667	Transport, extracellular	Transport reactions
DGCHOLte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
GCHOLAte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
GDCHOLAte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
GUDCHOLAte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
TDCHOLAte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
TUDCHOLAte	SLCO1A2	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
CHOLATEt	SLCO1A2;SLCO2B1	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
TCHOLAte	SLCO1A2;SLCO2B1	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
ARDFE2	ADI1	0.070594258855103	0.0023936784489174	-0.0864927312943642	0.0001971476932464	-0.1255252905083548	6.166572977527491e-08	-0.1209197960132271	1.85041843174079e-07	-0.0059591649724412	0.7979479553070773	0.3239230944793556	2.0992692689427303e-46	0.2210957828814524	6.753234485402393e-22	-0.0905420675710729	9.841742396624094e-05	-0.0300808957701408	0.196168049199339	-0.1392028632816927	1.8628668302286132e-09	-0.0511780784468528	0.0289723366390335	-0.1158053990983166	7.230419937396716e-07	-0.1248848579489988	8.96627516722963e-08	-0.0726069745276761	0.0018040527880219	-0.0652431967944994	0.0050193284241163	-0.0086829946775216	0.7499205879716506	-0.0057293001927198	0.8074506057341512	-0.0792578025545926	0.0007333466026682	-0.1084925319254103	3.678838567330683e-06	-0.0952587271454033	4.878454158348535e-05	0.0158590968203105	0.4998917026128507	0.0091200098979433	0.6980478217317098	0.1706197249591838	2.6411293695049585e-13	-0.0801235788168475	0.0005714987387298	Cysteine and methionine metabolism	Amino acid metabolism
