Variables		Abundance and Age	Abundance and Age	Abundance and BMI	Abundance and BMI	Abundance and Weight	Abundance and Weight	Abundance and Height	Abundance and Height	Abundance and Hemolysis.volume	Abundance and Hemolysis.volume	Abundance and Hemolysis.hct	Abundance and Hemolysis.hct	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_pct_hemol	Abundance and Hemolysis.pink_pct_hemol	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and CBC.WBC	Abundance and CBC.WBC	Abundance and CBC.RBC	Abundance and CBC.RBC	Abundance and CBC.HGB	Abundance and CBC.HGB	Abundance and CBC.HCT	Abundance and CBC.HCT	Abundance and CBC.MCV	Abundance and CBC.MCV	Abundance and CBC.RDW	Abundance and CBC.RDW	Abundance and CBC.PLT	Abundance and CBC.PLT	Abundance and Ferritin	Abundance and Ferritin	subsystem	category
HSERALAex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERASNex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERCYSex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERGLNex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERGLYex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERILEex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERLEUex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERMETex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERPHEex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERPROex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERSERex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERTHRex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERTRPex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERTYRex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HSERVALex	SLC3A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
PENMT1	PEMT	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Glycerophospholipid metabolism	Lipid metabolism
PENMT2	PEMT	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Glycerophospholipid metabolism	Lipid metabolism
PENMT3	PEMT	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Glycerophospholipid metabolism	Lipid metabolism
NaLitex	SLC25A3;SLC9A1;SLC9B2	0.098710007011687	2.1291694120907992e-05	-0.1446763851765708	4.1549598122495966e-10	-0.1811634458196772	4.238281674111812e-15	-0.1234921598539766	1.00658697154519e-07	0.0452919465069572	0.0515696825379461	0.4379183376455265	1.905181370628574e-87	0.3072678069895217	1.0601192075546159e-41	-0.0979926845203288	2.482072755563723e-05	-0.0475798631418626	0.0408395654785385	-0.1584201831639211	7.441473312009712e-12	-0.0551468952690816	0.0185991933366609	-0.147265662889326	2.7115068229404767e-10	-0.1981269172746578	1.4182811241206838e-17	-0.0837700227807716	0.0003156487993966	-0.0702018392414577	0.0025315336681894	-0.0500788488563454	0.0658469438596459	0.0524686249018596	0.0255186045846292	-0.0949208697726772	5.18993239826887e-05	-0.0733087636395041	0.0017924511276222	-0.0789643734893486	0.0007674976841303	0.0609969065237779	0.0094009560627253	-0.0083093232503996	0.7237361806321152	0.1862856099324728	1.302781602310128e-15	-0.0514738827914974	0.0270393815415416	Transport, extracellular	Transport reactions
6HOPTHPDH	AKR1B1	0.1048079046688497	6.334312899847327e-06	-0.1207993836315943	1.9033358517147813e-07	-0.14507126008097	3.7204121069422844e-10	-0.0874996031080599	0.000165787301286	0.0575658915226212	0.013322050089144	0.4550320051819999	4.089017677393455e-95	0.3447101176970507	1.0518077770294226e-52	-0.1033124435367922	8.727156510259786e-06	-0.0343054624635867	0.1404352886039712	-0.0527879445282941	0.0232492043705163	-0.0705466272563873	0.0025941729105214	-0.0352144182672412	0.1330596334189811	-0.1750879500944874	5.287229428277527e-14	-0.0791269672574817	0.0006694150099568	0.0474498268754986	0.0413942295669458	-0.0364086947723116	0.1812406071356808	0.0552553537901942	0.0186596529892235	-0.0592051158919401	0.0117124502145447	-0.0331880185297689	0.1579063315251271	-0.0379679104234371	0.106165717368895	0.0494089024485271	0.0354612944411441	-0.0686407581827264	0.0034633838711148	0.1722552466373651	1.5513453031731686e-13	-0.0675754373186673	0.0036848503467156	Biopterin metabolism	Metabolism of cofactors and vitamins
XYLR_Dy	AKR1B1	0.1048079046688497	6.334312899847327e-06	-0.1207993836315943	1.9033358517147813e-07	-0.14507126008097	3.7204121069422844e-10	-0.0874996031080599	0.000165787301286	0.0575658915226212	0.013322050089144	0.4550320051819999	4.089017677393455e-95	0.3447101176970507	1.0518077770294226e-52	-0.1033124435367922	8.727156510259786e-06	-0.0343054624635867	0.1404352886039712	-0.0527879445282941	0.0232492043705163	-0.0705466272563873	0.0025941729105214	-0.0352144182672412	0.1330596334189811	-0.1750879500944874	5.287229428277527e-14	-0.0791269672574817	0.0006694150099568	0.0474498268754986	0.0413942295669458	-0.0364086947723116	0.1812406071356808	0.0552553537901942	0.0186596529892235	-0.0592051158919401	0.0117124502145447	-0.0331880185297689	0.1579063315251271	-0.0379679104234371	0.106165717368895	0.0494089024485271	0.0354612944411441	-0.0686407581827264	0.0034633838711148	0.1722552466373651	1.5513453031731686e-13	-0.0675754373186673	0.0036848503467156	Pentose and glucuronate interconversions	Carbohydrate metabolism
THGMPABCte	ABCC4;ABCC5	0.1472569468908961	2.0076074054608755e-10	-0.0740264574589914	0.0014500757864784	-0.1149169523914399	7.301529065538274e-07	-0.107966003423455	3.291377221951401e-06	0.0327798443546905	0.1589602367348633	0.4296136206883892	7.008356630136597e-84	0.3371214147354778	2.390156880999883e-50	-0.0493949154874108	0.0338764001359233	-0.0153730203933816	0.5089631880814218	-0.1317460430859086	1.311887370009196e-08	-0.0575832657045108	0.0139863838559543	-0.1248381963271856	9.066507792317828e-08	-0.1581290015412792	1.1530964908702852e-11	-0.0282402718022727	0.2253450712342298	-0.0319506056849666	0.1697754637039533	-0.0790591980092117	0.0036528648173409	0.0203684909252497	0.3862000114700649	-0.0290256724859561	0.2168451691639597	-0.0400998853432976	0.0879217134499135	-0.0254024317249033	0.2798089625405237	0.038000324194089	0.1058674565807662	-0.0334157157333871	0.1550720977634592	0.1601349747180436	7.074338762076598e-12	-0.0735150403956442	0.0015784398214045	Transport, extracellular	Transport reactions
THXMPABCte	ABCC4;ABCC5	0.1472569468908961	2.0076074054608755e-10	-0.0740264574589914	0.0014500757864784	-0.1149169523914399	7.301529065538274e-07	-0.107966003423455	3.291377221951401e-06	0.0327798443546905	0.1589602367348633	0.4296136206883892	7.008356630136597e-84	0.3371214147354778	2.390156880999883e-50	-0.0493949154874108	0.0338764001359233	-0.0153730203933816	0.5089631880814218	-0.1317460430859086	1.311887370009196e-08	-0.0575832657045108	0.0139863838559543	-0.1248381963271856	9.066507792317828e-08	-0.1581290015412792	1.1530964908702852e-11	-0.0282402718022727	0.2253450712342298	-0.0319506056849666	0.1697754637039533	-0.0790591980092117	0.0036528648173409	0.0203684909252497	0.3862000114700649	-0.0290256724859561	0.2168451691639597	-0.0400998853432976	0.0879217134499135	-0.0254024317249033	0.2798089625405237	0.038000324194089	0.1058674565807662	-0.0334157157333871	0.1550720977634592	0.1601349747180436	7.074338762076598e-12	-0.0735150403956442	0.0015784398214045	Transport, extracellular	Transport reactions
PGMTa	PGM1;PGM2	0.1204483135349029	2.066096690707801e-07	-0.1171584981827621	4.40778295354317e-07	-0.1659779808916661	6.963411238335239e-13	-0.1514384093105429	6.011251931190586e-11	0.0408171704246421	0.0793949682353816	0.4268780059957639	9.96599024840158e-83	0.3224347199411481	5.6839864635803005e-46	-0.0968107505478019	3.109082928745389e-05	-0.0073663462056103	0.751655468062563	-0.1123745996752051	1.2797139138262637e-06	-0.0704143020564998	0.0026429933566463	-0.0790138738321816	0.0007388682928917	-0.1612161330306072	4.5102732458431446e-12	-0.0737040905628984	0.0015348634077875	-0.0182842483719149	0.4321347538378525	-0.0539271713882357	0.0475893719708457	0.0573640718053367	0.0145990052614624	-0.1198969239341724	3.076884032307367e-07	-0.0878490921299844	0.0001809806495826	-0.0809447709047088	0.0005628608591753	0.0881247575612427	0.0001726649234772	-0.0520409793591896	0.0267441660359216	0.1922135107053178	1.5382757429678486e-16	-0.0966928480569569	3.1792859835771624e-05	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
LCAD	ALDH3B1	0.1151431489923863	6.941910210816199e-07	-0.1633804976718774	1.5918927200985301e-12	-0.1745535654697614	4.1316792066835847e-14	-0.0868422267342662	0.000185679700242	0.0625636544183109	0.0071382346657887	0.4976095735011782	3.3515905655992054e-116	0.3744095965544723	1.415675997084243e-62	-0.1242903349406737	8.514968714367908e-08	-0.0412119518731592	0.0765293771813469	-0.112240880301634	1.3176088242098002e-06	-0.0908745829599549	0.0001030562119399	-0.0989347462578361	2.343774761183541e-05	-0.2080110351120208	3.0011616530384863e-19	-0.098965631726877	2.058094397174435e-05	-0.0033585971628855	0.88527673678583	-0.0616616840364485	0.0234726745262865	0.0240756791165226	0.3057006951180777	-0.0554296768912083	0.0182900172711015	-0.0179064889433248	0.4461965605277171	-0.0207202136255193	0.3780496279591757	0.0735130972558414	0.0017400245499065	-0.0872471662375722	0.000200463716135	0.1658917618400044	1.1942821581711678e-12	-0.0406575142662727	0.080824960902398	Pyruvate metabolism	Carbohydrate metabolism
