reactions	references
PROTNDA	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTNK1	pubmed:1851158
PROTNK2	pubmed:1851158
PROTQADRNLGMT	pubmed:23166
PROTQDPAMGMT	pubmed:23166
PROTQGLUN	pubmed:23166
PROTQHISTAGMT	pubmed:23166
PROTQPROTLGMT	pubmed:23166
PROTQSRTNGMT	pubmed:23166
PROTRDGLAC_D	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTRDGLAC_L	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTRMTHGXL	pubmed:14577607;pubmed:25416785;pubmed:27470541
PROTS3OACGAMH	pubmed:17321512;pubmed:20413512
PROTSACGALT	pubmed:5288760;pubmed:659909;pubmed:6789880;pubmed:6797473
PROTSACGAMT	pubmed:17321512;pubmed:20413512
PROTSADPRH
PROTSK	pubmed:19758581;pubmed:20231105;pubmed:34604421
PROTSPP	pubmed:19758581;pubmed:20231105
PROTSTnAgGALT	pubmed:5288760;pubmed:659909;pubmed:6789880;pubmed:6797473
PROTSUCAMR	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTT3OACGAMH	pubmed:17321512;pubmed:20413512
PROTTACGALT	pubmed:5288760;pubmed:659909;pubmed:6789880;pubmed:6797473
PROTTACGAMT	pubmed:17321512;pubmed:20413512
PROTTK	pubmed:19758581;pubmed:20231105;pubmed:34604421
PROTTPP	pubmed:19758581;pubmed:20231105
PROTYK	pubmed:19758581;pubmed:20231105;pubmed:2418829
PROTYPP	pubmed:19758581;pubmed:20231105
5HPUDICDC	pubmed:16732723;pubmed:30385504;pubmed:33730845;pubmed:36643550
ADA	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:4072092
ADK1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1332781;pubmed:16732723;pubmed:2141093;pubmed:2141094;pubmed:23416111;pubmed:24495878;pubmed:2630803;pubmed:4072092;pubmed:5940
ADNCYC	pubmed:20404042;pubmed:20631411;pubmed:5403993;pubmed:6096072;pubmed:6421324
ADNK1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:16732723;pubmed:2141093;pubmed:2630803
ADPT	pubmed:13475309;pubmed:16732723;pubmed:2141093;pubmed:2141094;pubmed:2630803;pubmed:6406103
ADSL1	pubmed:11428554;pubmed:16732723;pubmed:22060555;pubmed:29079593;pubmed:3997815;pubmed:4077987;pubmed:5432795
ADSL2	pubmed:11428554;pubmed:16732723;pubmed:22060555;pubmed:29079593;pubmed:3997815;pubmed:4077987;pubmed:5432795
ADSS	pubmed:16732723;pubmed:29079593;pubmed:5432795
AICAK	pubmed:16732723;pubmed:19602584;pubmed:22554803;pubmed:24957512;pubmed:3997815;pubmed:4077987;pubmed:4726849
AICART	pubmed:15114530;pubmed:16732723;pubmed:24957512;pubmed:30587505;pubmed:4726849
AICRT	pubmed:13475309;pubmed:14466986;pubmed:16732723
AIRC	pubmed:16732723;pubmed:2075724
ALLTN	pubmed:16732723;pubmed:33730845
AMPAMD
AMPDA	pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:29079593;pubmed:3949980;pubmed:9361033
AMPINSPT	pubmed:16732723;pubmed:2839144;pubmed:8031149
ASCBURATERD	pubmed:36643550
BPNT	pubmed:10224133;pubmed:10675562
DADA	pubmed:9361033
DADK1	pubmed:1332781;pubmed:16732723;pubmed:23416111;pubmed:24495878;pubmed:4541884;pubmed:5940
DGK1	pubmed:16732723;pubmed:211390;pubmed:5163075
DGK2	pubmed:16732723;pubmed:211390;pubmed:5163075
DGMPGSNPT	pubmed:2839144;pubmed:8031149
DGMPINSPT	pubmed:2839144;pubmed:8031149
DHURATEHYD	pubmed:11697193;pubmed:30385504
DIMPGSNPT	pubmed:2839144;pubmed:8031149
DIMPINSPT	pubmed:2839144;pubmed:8031149
GARFT	pubmed:16732723
GK1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:16732723;pubmed:211390;pubmed:4072092;pubmed:5163075
GK2	pubmed:16732723;pubmed:211390;pubmed:5163075
GK3	pubmed:16732723;pubmed:211390;pubmed:5163075
GMPR	pubmed:4072092;pubmed:4149840
GMPS	doi:10.1016/B978-0-12-677201-2.X5001-6
GMPS2	doi:10.1016/B978-0-12-677201-2.X5001-6
GUACYC	pubmed:29024896;pubmed:6096072
GUACYC2	pubmed:29024896;pubmed:6096072
GUAPRT	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:4072092
HIUH	pubmed:30385504;pubmed:36643550
HXPRT	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:16732723;pubmed:2141093;pubmed:2630803
IMGPT	pubmed:2839144;pubmed:8031149
IMPC	pubmed:15114530;pubmed:16732723;pubmed:24957512
IMPD	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:30451390;pubmed:5024037;pubmed:7586576
NDPK10	pubmed:1851158;pubmed:211386;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NDPK5	pubmed:16732723;pubmed:1851158;pubmed:211386;pubmed:3370820;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NDPK8	pubmed:16732723;pubmed:1851158;pubmed:211386;pubmed:3370820;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NDPK9	pubmed:16732723;pubmed:1851158;pubmed:211386;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NTD10	pubmed:15963349;pubmed:2839144;pubmed:2854949
NTD11	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:15963349;pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:2839144;pubmed:3949980;pubmed:8031149
NTD12	pubmed:15963349;pubmed:16732723;pubmed:2157703;pubmed:2839144;pubmed:8031149
NTD6	pubmed:15963349;pubmed:16732723;pubmed:2157703
NTD7	pubmed:15963349;pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:2839144;pubmed:3949980;pubmed:8031149
NTD8	pubmed:15963349;pubmed:16732723;pubmed:2157703;pubmed:2839144;pubmed:8031149
NTD9	pubmed:15963349;pubmed:16732723;pubmed:2839144;pubmed:8031149
NTDSAMP	pubmed:15114530;pubmed:8831718;pubmed:9211192
NTDSZMP	pubmed:15114530;pubmed:3997815;pubmed:4077987;pubmed:8831718;pubmed:9211192
NTDZMP	pubmed:15114530;pubmed:3997815;pubmed:4077987;pubmed:8831718;pubmed:9211192
PDEA	pubmed:18586889;pubmed:19252089;pubmed:20631411;pubmed:21525805;pubmed:5403993;pubmed:6096072;pubmed:6243958
PDEG	pubmed:18586889;pubmed:19252089;pubmed:20631411;pubmed:21525805;pubmed:29024896;pubmed:6096072;pubmed:6243958
PDEI	pubmed:18586889;pubmed:19252089;pubmed:20631411;pubmed:21525805;pubmed:29024896;pubmed:6096072;pubmed:6243958
PRAGS	pubmed:16732723
PRAIS	pubmed:16732723
PRASCS	pubmed:16732723;pubmed:2075724
PRDX2OX2	pubmed:28348082
PRFGS	pubmed:16732723
PRPPSZ	pubmed:24957512;pubmed:3997815;pubmed:4077987;pubmed:6199843
PUNP3	pubmed:12180982;pubmed:14706628;pubmed:4072092
PUNP4	pubmed:12180982;pubmed:14706628;pubmed:5936238
PUNP5	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12180982;pubmed:14706628;pubmed:2141093;pubmed:2630803;pubmed:4072092
PUNP6	pubmed:12180982;pubmed:14706628;pubmed:5936238
PUNP7	pubmed:12180982;pubmed:14706628
UMPINSPT	pubmed:2839144;pubmed:8031149
URATEOH1R	pubmed:11697193;pubmed:30385504;pubmed:33730845;pubmed:36643550
URATEOOHYD	pubmed:11697193;pubmed:30385504;pubmed:33730845
URATERD	pubmed:11697193;pubmed:30385504;pubmed:33730845
URATERO2SX	pubmed:11697193;pubmed:30385504;pubmed:33730845
XAO	pubmed:19941951;pubmed:33730845;pubmed:34273539
XAO2	pubmed:19941951;pubmed:33730845;pubmed:34273539
XAO3	pubmed:19941951;pubmed:33730845;pubmed:34273539
XAO4	pubmed:19941951;pubmed:33730845;pubmed:34273539
XPPT	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
ASPCT	pubmed:13654516;pubmed:24332717;pubmed:24448;pubmed:38827
CSND
CTPS1	pubmed:10064135
CTPS2	pubmed:10064135
CYTD	pubmed:18600531;pubmed:24940698;pubmed:6285190
DCMPCYTDPT	pubmed:11795870;pubmed:12418222;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
DCMPURIPT	pubmed:11795870;pubmed:12418222;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
DHORTS	pubmed:13654516;pubmed:24332717;pubmed:24448;pubmed:38827
DTHYMy
DTMPK1	pubmed:18469;pubmed:24495878
DTMPK2	pubmed:18469;pubmed:24495878
DUMPCYTDPT	pubmed:11795870;pubmed:12418222;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
DUMPURIPT	pubmed:11795870;pubmed:12418222;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
DURADy
NDPK1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1332781;pubmed:1851158;pubmed:211386;pubmed:23416111;pubmed:24495878;pubmed:4072092;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396;pubmed:5940
NDPK3	pubmed:1332781;pubmed:1851158;pubmed:211386;pubmed:23416111;pubmed:24495878;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396;pubmed:5940
NDPK4	pubmed:1851158;pubmed:211386;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NDPK6	pubmed:1851158;pubmed:211386;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NDPK7	pubmed:1851158;pubmed:211386;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396
NTD1	pubmed:15963349;pubmed:15968458;pubmed:2157703;pubmed:2841083;pubmed:2993713;pubmed:2999273;pubmed:6301356;pubmed:6317231
NTD2	pubmed:15963349;pubmed:15968458;pubmed:2841083;pubmed:2993713;pubmed:2999273;pubmed:6263612;pubmed:6301356;pubmed:6313098;pubmed:6317231;pubmed:723629
NTD3	pubmed:15963349;pubmed:15968458;pubmed:2841083;pubmed:2993713;pubmed:2999273;pubmed:6301356;pubmed:6317231
NTD4	pubmed:15963349;pubmed:15968458;pubmed:2841083;pubmed:2993713;pubmed:2999273;pubmed:6263612;pubmed:6301356;pubmed:6313098;pubmed:6317231;pubmed:723629
NTD5	pubmed:15963349;pubmed:15968458;pubmed:2157703;pubmed:2841083;pubmed:2993713;pubmed:2999273;pubmed:6301356;pubmed:6313098;pubmed:6317231
OMPDC	doi:10.1036/ommbid.141;pubmed:13654516;pubmed:24332717;pubmed:24448;pubmed:38827;pubmed:723629
ORPT	doi:10.1036/ommbid.141;pubmed:13654516;pubmed:24332717;pubmed:24448;pubmed:38827;pubmed:723629
UMPCYTDPT	pubmed:11795870;pubmed:12418222;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
2LACK_L	pubmed:31473074
2LACP_L	pubmed:31473074
ACYP2	pubmed:1645713;pubmed:3026468;pubmed:4311179
ALCD2x	pubmed:28460;pubmed:7847607
ALDD2x	pubmed:19296407;pubmed:23721920;pubmed:24548101;pubmed:28460;pubmed:30914451;pubmed:3700416
ALDD2y	pubmed:23721920;pubmed:3700416
ALR2y	pubmed:12125098;pubmed:16198644;pubmed:26546809
ALR3y	pubmed:12125098;pubmed:16198644;pubmed:26546809
GLYOX	pubmed:14577607;pubmed:15117945;pubmed:2725076;pubmed:30588511;pubmed:3196289
LALD_Ly	pubmed:12125098;pubmed:16198644;pubmed:26546809
LCAD	pubmed:2372192;pubmed:23721920;pubmed:30588511
LCARR	pubmed:12125098;pubmed:16198644;pubmed:26546809
LCARS	pubmed:12125098;pubmed:16198644;pubmed:26546809
LGTHL	pubmed:14577607;pubmed:2725076;pubmed:30588511;pubmed:3196289
MGSA	pubmed:12125098;pubmed:14559119;pubmed:2725076;pubmed:31473074;pubmed:3196289;pubmed:8359416;pubmed:8444148
MGSA2	pubmed:12125098;pubmed:14559119;pubmed:2725076;pubmed:31473074;pubmed:3196289;pubmed:8359416;pubmed:8444148
PEPCK	pubmed:29090212
PPDOy	pubmed:12125098;pubmed:16198644;pubmed:26546809
ARSDIGTHSELN	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSGTHGTH	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSNAGTHRD	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSNAH2O2X1	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSNIGTH	pubmed:15788720;pubmed:22177801;pubmed:32652143
CAT	pubmed:18243141;pubmed:20170402;pubmed:26285072;pubmed:36643550;pubmed:901548
CU1H2O2X	pubmed:16549536;pubmed:18243141;pubmed:26285072;pubmed:9164668
CU1O2OX	pubmed:16549536;pubmed:18243141;pubmed:26285072;pubmed:9164668
CU2RD	pubmed:26205815;pubmed:26285072
FE2H2O2X	pubmed:18243141;pubmed:19968714;pubmed:26285072;pubmed:36643550;pubmed:9164668
FE2O2OX	pubmed:18243141;pubmed:26285072;pubmed:36643550;pubmed:9164668
FE3RD	pubmed:26285072
FISC	pubmed:4796257;pubmed:8695634
GTHNHOHD	pubmed:28393572;pubmed:31125428
GTHNODN	pubmed:28393572;pubmed:31125428
GTHNOH2HYD	pubmed:28393572;pubmed:31125428
GTHNOH2RD	pubmed:28393572;pubmed:31125428
GTHNORDx	pubmed:28393572;pubmed:31125428
GTHNORDy	pubmed:18826943;pubmed:31649033;pubmed:8070312
MEOHP	pubmed:4118124
N2O3CYSNT	pubmed:18243141;pubmed:20170402;pubmed:9164668
N2O3GTHNT	pubmed:18243141;pubmed:20170402;pubmed:28393572;pubmed:9164668
N2O3HC	pubmed:18243141;pubmed:18783254;pubmed:20170402;pubmed:9164668
NOO2OX	pubmed:18243141;pubmed:20170402;pubmed:9164668
NOO2SOX	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOCO2D1	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOCO2D2	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOCO2X	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOHD1	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOHD2	pubmed:18243141;pubmed:36643550;pubmed:9164668
ONOOHc	pubmed:18243141;pubmed:31530173;pubmed:36643550;pubmed:9164668
ONOOHe	pubmed:18243141;pubmed:31530173;pubmed:36643550;pubmed:9164668
PRDX1GRDX2CDG	pubmed:26285072
PRDX1GTHDG	pubmed:26285072
PRDX1GTHG	pubmed:26285072
PRDX1OX1	pubmed:26285072
PRDX2OX1	pubmed:25379381;pubmed:26285072;pubmed:28434171;pubmed:29304480;pubmed:36643550
PRDX2SO2OX1	pubmed:25379381;pubmed:26285072;pubmed:28434171;pubmed:29304480;pubmed:36643550
PRDX2SOOX1	pubmed:25379381;pubmed:26285072;pubmed:28434171;pubmed:29304480;pubmed:36643550
PRDX2SOR	pubmed:25379381;pubmed:26285072;pubmed:28434171;pubmed:29304480;pubmed:36643550
PRDX2TRDXRD	pubmed:26285072;pubmed:29304480;pubmed:36643550;pubmed:8554614
SNOCYSDN	pubmed:31125428
SPODM	pubmed:26285072;pubmed:36643550;pubmed:901548
SRDX1GRDX2CDG	doi:10.1007/978-3-319-67199-4_258;pubmed:26285072
SRDX1GTHDG	doi:10.1007/978-3-319-67199-4_258;pubmed:26285072
SRDX1GTHRD	doi:10.1007/978-3-319-67199-4_258;pubmed:26285072;pubmed:36643550
TRDRy	pubmed:26285072;pubmed:36643550
ANGIO1THOP	pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
ANGIO2ASPH	pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
ANGIO2DDP	pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
ANGIO3ARGH	pubmed:1515063;pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
ANGIO4DDP	pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
ANGIO58PEP	pubmed:200994;pubmed:21364758;pubmed:27456520;pubmed:743227;pubmed:8373360
DRDPP
VYDPP
RADH1x	pubmed:19296407;pubmed:28783931;pubmed:3179289
RADH2x	pubmed:19296407;pubmed:28783931;pubmed:3179289
RADH3x	pubmed:19296407;pubmed:28783931;pubmed:3179289
RADH4x	pubmed:19296407;pubmed:28783931;pubmed:3179289
RDH1y	pubmed:19296407;pubmed:28783931;pubmed:3179289
RDH2y	pubmed:19296407;pubmed:28783931;pubmed:3179289
RDH3y	pubmed:19296407;pubmed:28783931;pubmed:3179289
RDH4y	pubmed:19296407;pubmed:28783931;pubmed:3179289
IMRBVPT
RBVDA
RBVDPK
RBVK
RBVMPK
RBVNTD
RBVNTPP
RBVPNP
CFMNH	pubmed:5455272
FADL	pubmed:24569995;pubmed:4688871;pubmed:9480905
FADRy	pubmed:10620517;pubmed:3453680;pubmed:7400118;pubmed:7440566
FLVRy	pubmed:10620517;pubmed:3453680;pubmed:7400118;pubmed:7440566
FMNAT	pubmed:12194936;pubmed:5455272
FMNPH	pubmed:12194936;pubmed:2418829;pubmed:5455272
FMNRy	pubmed:10620517;pubmed:17489100;pubmed:3453680;pubmed:34598;pubmed:7400118;pubmed:7440566;pubmed:869945
RBFK	pubmed:12194936;pubmed:5455272
CYSTL2
METMSPYRAT
METSELNEORy	pubmed:11782468;pubmed:24887198;pubmed:5416903;pubmed:5910150;pubmed:7744824
METSELNIORy	pubmed:11782468;pubmed:24887198;pubmed:5416903;pubmed:5910150;pubmed:7744824
SEAHCYSHYD	pubmed:1623596;pubmed:24636780;pubmed:24887198;pubmed:27491795;pubmed:7240192
SELCYSTL1	pubmed:24636780;pubmed:24887198;pubmed:27646145
SELCYSTL2
SELDIGTHOXy
SELGTHGTHR
SELMETAT	pubmed:1623596;pubmed:24887198;pubmed:27491795;pubmed:6871179;pubmed:7240192
SELMETHL1	pubmed:24636780;pubmed:24887198;pubmed:27646145;pubmed:5416903;pubmed:5910150
SELNI4GTHOR	pubmed:16608173;pubmed:24887198;pubmed:32652143;pubmed:9581022
SELNIOR3y	pubmed:24887198;pubmed:7744824;pubmed:9581022
SMSCYSL2
3DSPHR	pubmed:33334894
ACER	pubmed:20207939;pubmed:26014962;pubmed:29401619;pubmed:32367017;pubmed:35573876;pubmed:35886939
HXDCAL2EDHx	pubmed:2372192;pubmed:23721920;pubmed:35573876
HXDCAL2EDHy	pubmed:2372192;pubmed:23721920;pubmed:35573876
HXDCALDHx	pubmed:2372192;pubmed:23721920;pubmed:35573876
HXDCALDHy	pubmed:2372192;pubmed:23721920;pubmed:35573876
SERPT	pubmed:33334894
SMPD	pubmed:15741229;pubmed:21749329;pubmed:22824271;pubmed:26014962;pubmed:27352097;pubmed:32367017;pubmed:35573876;pubmed:6327723
SMS	pubmed:21749329;pubmed:26014962;pubmed:32367017;pubmed:35573876
SPH1PL	pubmed:21749329;pubmed:26014962;pubmed:35573876
SPH1PP	pubmed:21749329;pubmed:26014962;pubmed:35573876
SPHGANK	pubmed:21749329;pubmed:26014962;pubmed:33334894;pubmed:35573876
SPHGNSK	pubmed:21749329;pubmed:26014962;pubmed:33334894;pubmed:35573876
SPHS1PL	pubmed:21749329;pubmed:26014962;pubmed:35573876
SPHS1PP	pubmed:21749329;pubmed:26014962;pubmed:35573876
ADPGLCDP	pubmed:10722730;pubmed:27257257;pubmed:8216206;pubmed:9693963
AMGLSDASEa	pubmed:4197300;pubmed:5240360
G16BPS1	pubmed:3157431;pubmed:33103907;pubmed:3584133;pubmed:6240986
G16BPS2	pubmed:3157431;pubmed:33103907;pubmed:3584133;pubmed:6240986
GGNG	pubmed:4197300;pubmed:5240360
GLBRAN	pubmed:4197300;pubmed:5240360
GLDBRAN	pubmed:4197300;pubmed:5240360
GLGNS1	pubmed:4197300;pubmed:5240360
GLPASE1	pubmed:4197300;pubmed:5240360
GLPASE2	pubmed:4197300;pubmed:5240360
M16BPS1	pubmed:3157431;pubmed:33103907;pubmed:3584133;pubmed:6240986
PRPPPP	pubmed:12370170;pubmed:13924712;pubmed:5641904
R15BPS1	pubmed:13924712;pubmed:3157431;pubmed:33103907;pubmed:3584133;pubmed:6240986
CRTSLRy
CRTSTRNRy
PRGSTRNRy	pubmed:4151981;pubmed:4405572;pubmed:5510923;pubmed:6932280;pubmed:8000511
BPNT2	pubmed:10224133;pubmed:10675562
H2SMT	pubmed:2867869;pubmed:37137720;pubmed:40715;pubmed:5111454;pubmed:6150821;pubmed:6617076
H2Sc	pubmed:23864610;pubmed:25688092;pubmed:27646145;pubmed:29409925;pubmed:34559024
H2Se	pubmed:23864610;pubmed:25688092;pubmed:27646145;pubmed:29409925;pubmed:34559024
HTSULDHLA	pubmed:17673195;pubmed:21732914;pubmed:25688092;pubmed:27646145;pubmed:29409925;pubmed:34559024;pubmed:6938201
HTSULGTHST	pubmed:25688092;pubmed:27646145;pubmed:29409925;pubmed:34559024
MCPST	pubmed:17673195;pubmed:21732914;pubmed:25688092;pubmed:29409925;pubmed:34559024;pubmed:6938201
MTOX	pubmed:25688092;pubmed:29255262;pubmed:29409925;pubmed:34559024
SPODM2	pubmed:25688092;pubmed:29220697;pubmed:29409925;pubmed:34559024;pubmed:36630448
SSGTHOX	pubmed:25688092;pubmed:29409925;pubmed:34559024
SSO2GTHHYD	pubmed:25688092;pubmed:29409925;pubmed:34559024
SULO	pubmed:25688092;pubmed:29409925;pubmed:34559024
ADK7	pubmed:1332781
DADK7	pubmed:1332781
TDP	pubmed:7707690
THMMPP	pubmed:2418829
THMTP	pubmed:7758226
TMDPK	pubmed:1332781;pubmed:7707690
TMDPK2	pubmed:1332781
TMDPK3	pubmed:1332781
TMDPK4	pubmed:1332781
1P3H5Ct	pubmed:7082315
1PYR5Ct	pubmed:7082315
1SGTH2OHE1ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
1SGTH2OHE2ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
23CGAMPABCte	pubmed:16364236;pubmed:17710652;pubmed:31126740;pubmed:36070769
23CGAMP_AICARtex	pubmed:11038362;pubmed:22554803;pubmed:31126740;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
23CGAMP_OHtex	pubmed:11038362;pubmed:22554803;pubmed:31126740;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
23CGAMP_THMMPtex	pubmed:11038362;pubmed:22554803;pubmed:31126740;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
2ABUTtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
2DADNt	pubmed:2302397;pubmed:27759477;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
2DCYTt	pubmed:2302397;pubmed:27759477;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
2DGSNt	pubmed:2302397;pubmed:27759477;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
2DINSt	pubmed:2302397;pubmed:27759477;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
2DURIt	pubmed:2302397;pubmed:27759477;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
2HB_5OXPROtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_DLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HB_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2HBt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2MTOXE1t	pubmed:9432090
2MTOXE2t	pubmed:9432090
2OBUT_2HBtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_5OXPROtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_DLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_LLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUT_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OBUTt	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
2OH3MTOXE1t	pubmed:9432090
2OH3MTOXE2t	pubmed:9432090
2SGTH4OHE1ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
2SGTH4OHE2ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
3DGt	pubmed:10231461
3MLDAt
3MOX4HOXMte
3MOXTYRt	pubmed:10410961;pubmed:222812;pubmed:24548101
3MTPte
4ABUTt
4GTH56DHIABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
4HPROLTASCT1	pubmed:32318874
4OH3MTOXE1t	pubmed:9432090
4OH3MTOXE2t	pubmed:9432090
4PYRDXABCte	pubmed:7598051
4PYRNt	pubmed:18600548;pubmed:26321286;pubmed:28323211
4SGTH2OHE1ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
4SGTH2OHE2ABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
56DH5FUt
56DHIGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
56DTHMt
56DURAt
5AOPt2	pubmed:11772241;pubmed:27641616;pubmed:30061676;pubmed:31989647
5FLURAABCte
5FLURAt	pubmed:8347174
